acceptance_count,beta,bwVar,covers_true,dataset_file,est,est_med,estdiff,ll,method,miVar,miVarclus,miVarpaired,n_mcmc,n_sampling_draws,pstar,result_file,share_estimation_in_method,share_mcmc_in_method,share_method_in_sim,share_sampling_in_mcmc,share_sampling_in_method,sim,time_allocation,time_mcmc_estimation,time_mcmc_sampling,time_mcmc_total,time_method_call,time_method_total,time_per_sampling_draw,time_setup,time_sim_post,time_sim_prep,time_sim_total,time_summary,ul,wiVar,wiVarclus,wiVarpaired
1,1.0,0.0007583901565261634,1,datasets_sb01.npz,0.705044519522988,0.7251560771490718,0.7050445195229849,0.20599403008038858,constrained_1to1,0.06483012052605633,0.2082077948064059,0.04546670571021814,5,5,0.5,tmp\check_constrained_1to1_common_timers.csv,0.7501783305124854,0.8965258864898922,0.9648280091009892,0.16323851679329815,0.14634755597740676,1,6.999995093792677e-06,0.0021031999785918742,0.00041030001011677086,0.002513499988708645,0.002872100012609735,0.0028036000148858875,8.206000202335418e-05,0.00025740001001395285,1.6699981642886996e-05,8.659999002702534e-05,0.002976799994939938,2.570002106949687e-05,1.2040950089655873,0.06392005233822494,0.20729772661857448,0.04455663752238674
2,1.0,0.0011868253445735024,1,datasets_sb01.npz,0.9813619583058305,0.979357002368238,0.9813619583058347,0.4636644078038391,constrained_1to1,0.06976539821838867,0.24568735451561882,0.06314926241652989,5,5,0.5,tmp\check_constrained_1to1_common_timers.csv,0.7722304060388154,0.9002522648081492,0.9757681782685892,0.14220665004004876,0.12802185876933378,2,2.3999891709536314e-06,0.0014694000128656626,0.00024359999224543571,0.0017130000051110983,0.0019529999990481883,0.001902799995150417,4.871999844908714e-05,0.00016419999883510172,8.600007276982069e-06,3.920000744983554e-05,0.002001499990001321,2.3200002033263445e-05,1.499059508807822,0.06834120780490047,0.24426316410213061,0.06172507200304169
