beta,bwVar,change_count,changed_iteration_count,covers_true,dataset_file,est,est_med,estdiff,ll,method,miVar,miVarclus,miVarpaired,n_mcmc,pstar,result_file,sim,ul,wiVar,wiVarclus,wiVarpaired
1.0,0.01948660342227906,569,20,1,datasets_sb01.npz,0.8592876214666865,0.8828302164132227,0.8592876214666827,0.2992468447906811,constrained_1to1_gibbs,0.081644541737782,0.25952423706066774,0.08006913505232183,20,0.5,tmp\smoke_constrained_1to1_gibbs_no_profile.csv,1,1.4193283981426918,0.06118360814438899,0.23906330346727472,0.05960820145892881
1.0,0.034277721938731506,573,20,1,datasets_sb01.npz,1.0298060710903258,1.0253109128883404,1.0298060710903265,0.35515590063521685,constrained_1to1_gibbs,0.11848002199476979,0.31181855480495985,0.11553853676414633,20,0.5,tmp\smoke_constrained_1to1_gibbs_no_profile.csv,2,1.7044562415454347,0.0824884139591017,0.27582694676929176,0.07954692872847825
1.0,0.009939937152337118,565,20,1,datasets_sb01.npz,1.415763994075455,1.4295891704255723,1.4157639940754492,0.8649127282041987,constrained_1to1_gibbs,0.07898717125988271,0.26078835654585414,0.0760615009270334,20,0.5,tmp\smoke_constrained_1to1_gibbs_no_profile.csv,3,1.9666152599467113,0.06855023724992873,0.25035142253590015,0.06562456691707942
