beta,N,n_reps,n_mcmc,k,mu,recipient_frac,mean_tau,bias,abs_bias,sd_tau,mc_se_bias,mean_x_gap
1,50,2,5,2,0.1,0.3,1.0816150681102057,0.08161506811020569,0.08161506811020569,0.5981096294718228,0.42292737489249915,0.09562367961296694
1,100,3,5,2,0.1,0.3,1.083354056069366,0.08335405606936597,0.08335405606936597,0.20459116427515897,0.11812076376808199,0.08839862724702947
1,150,2,5,2,0.1,0.3,1.1110964535468688,0.11109645354686881,0.11109645354686881,0.029791837090260818,0.021066010030528326,0.08183286287564118
