acceptance_count,beta,bwVar,covers_true,dataset_file,est,est_med,estdiff,ll,method,miVar,miVarclus,miVarpaired,n_mcmc,pstar,result_file,sim,ul,wiVar,wiVarclus,wiVarpaired
1,1.0,0.0007583901565261634,1,datasets_sb01.npz,0.705044519522988,0.7251560771490718,0.7050445195229849,0.20599403008038858,constrained_1to1,0.06483012052605633,0.2082077948064059,0.04546670571021814,5,0.5,tmp\smoke_constrained_1to1_no_profile.csv,1,1.2040950089655873,0.06392005233822494,0.20729772661857448,0.04455663752238674
