sim,mcmc_iter,tau_current,running_tau,accepted_iterations,accepted_iteration_rate,accepted_row_updates,accepted_row_update_rate
1,5,0.746641073419641,0.9061372816430635,5,1.0,106,0.7066666666666667
1,10,1.107625770877469,0.9275501557177526,10,1.0,233,0.7766666666666666
1,15,0.8402475479085674,0.9328126723773605,15,1.0,356,0.7911111111111111
1,20,0.9898498122763626,0.9330646589729292,20,1.0,477,0.795
2,5,1.253286358076018,1.151829171608497,5,1.0,89,0.5933333333333334
2,10,1.1538133670454815,1.105595198867694,10,1.0,213,0.71
2,15,1.060542052819485,1.1159843348835379,15,1.0,321,0.7133333333333334
2,20,1.0245902866099557,1.1138773641766697,20,1.0,447,0.745
