sim,mcmc_iter,running_tau_gibbs,running_tau_mcmc,tau_diff_mcmc_minus_gibbs,total_distance_gibbs,total_distance_mcmc,total_distance_diff_mcmc_minus_gibbs
1,5,0.8930484009016684,0.7689806894240832,-0.12406771147758522,59.44599170024883,30.947856899773818,-28.498134800475015
1,10,0.9107834646896256,0.7812139102509104,-0.1295695544387152,56.76310127247553,29.1854171386646,-27.57768413381093
1,15,0.8771221937298113,0.7789583618202703,-0.09816383190954092,54.9579587081425,29.1854171386646,-25.772541569477898
1,20,0.8940127836392158,0.7792050588520393,-0.11480772478717649,57.72796925171856,29.136571269157912,-28.59139798256065
