sim,mcmc_iter,running_tau_mcmc,running_tau_monte_carlo,tau_diff_mcmc_minus_mc
1,5,0.9061372816430635,0.7749868314159316,0.1311504502271319
1,10,0.9275501557177526,0.7914409449371017,0.13610921078065086
1,15,0.9328126723773605,0.829875004738161,0.10293766763919954
1,20,0.9330646589729292,0.8299437676041641,0.10312089136876512
