acceptance_count,beta,bwVar,covers_true,dataset_file,est,est_med,estdiff,k,ll,method,miVar,miVarpaired,n_mcmc,n_sampling_draws,pstar,result_file,share_estimation_in_method,share_mcmc_in_method,share_method_in_sim,share_sampling_in_mcmc,share_sampling_in_method,sim,time_allocation,time_mcmc_estimation,time_mcmc_sampling,time_mcmc_total,time_method_call,time_method_total,time_per_sampling_draw,time_setup,time_sim_post,time_sim_prep,time_sim_total,time_summary,ul,wiVar,wiVarpaired
5,1.0,0.012027671751368086,1,datasets_sb01.npz,0.9061372816430635,0.9088719885210523,0.9061372816430577,2,0.41331494112898304,unconstrained_1tok,0.06322205833761356,0.055546242410099936,5,150,0.5,tmp\compat_unconstrained_1tok.csv,0.4551379299676765,0.8250751426731221,0.9563288738947396,0.4483679044152311,0.3699372127054456,1,3.679998917505145e-05,0.001529399974970147,0.0012431000068318099,0.002772499981801957,0.0034709000028669834,0.0033602999756112695,8.287333378878733e-06,0.0005187999922782183,2.1099986042827368e-05,0.00013599998783320189,0.0036293999874033034,3.220001235604286e-05,1.398959622157144,0.048788852235971854,0.04111303630845824
