acceptance_count,beta,bwVar,covers_true,dataset_file,est,est_med,estdiff,ll,method,miVar,miVarclus,miVarpaired,n_mcmc,n_sampling_draws,pstar,result_file,share_acceptance_in_sampling,share_estimation_in_method,share_mcmc_in_method,share_method_in_sim,share_proposal_in_sampling,share_sampling_in_mcmc,share_sampling_in_method,sim,time_allocation,time_mcmc_acceptance,time_mcmc_estimation,time_mcmc_proposal,time_mcmc_sampling,time_mcmc_total,time_method_call,time_method_total,time_per_sampling_draw,time_setup,time_sim_post,time_sim_prep,time_sim_total,time_summary,ul,wiVar,wiVarclus,wiVarpaired
1,1.0,0.0007583901565261634,1,datasets_sb01.npz,0.705044519522988,0.7251560771490718,0.7050445195229849,0.20599403008038858,constrained_1to1,0.06483012052605633,0.2082077948064059,0.04546670571021814,5,5,0.5,tmp\check_constrained_1to1_sampling_profile.csv,0.0273428418815036,0.778325276550199,0.9188444013094479,0.972957098188427,0.9726571581184964,0.15293027258912903,0.1405191247592489,1,4.9000082071870565e-06,1.3099954230710864e-05,0.002653700008522719,0.0004659999976865947,0.0004790999519173056,0.0031327999604400247,0.003479100007098168,0.0034094999718945473,9.581999038346111e-05,0.00024480000138282776,1.5700003132224083e-05,7.999999797903001e-05,0.0035758000158239156,2.7000001864507794e-05,1.2040950089655873,0.06392005233822494,0.20729772661857448,0.04455663752238674
2,1.0,0.0011868253445735024,1,datasets_sb01.npz,0.9813619583058305,0.979357002368238,0.9813619583058347,0.4636644078038391,constrained_1to1,0.06976539821838867,0.24568735451561882,0.06314926241652989,5,5,0.5,tmp\check_constrained_1to1_sampling_profile.csv,0.03361826524161649,0.7729982943435189,0.9408819838542373,0.9847679884070174,0.9663817347583835,0.17843225015638858,0.16788368951071841,2,2.200016751885414e-06,1.7700018361210823e-05,0.002424200007226318,0.0005088000325486064,0.0005265000509098172,0.0029507000581361353,0.0032066999992821366,0.0031361000728793442,0.00010530001018196344,0.00015579999308101833,1.0199990356341004e-05,3.880000440403819e-05,0.0032562999986112118,2.7400004910305142e-05,1.499059508807822,0.06834120780490047,0.24426316410213061,0.06172507200304169
