acceptance_count,beta,bwVar,covers_true,dataset_file,est,est_med,estdiff,k,ll,method,miVar,miVarpaired,n_mcmc,n_sampling_draws,pstar,result_file,share_estimation_in_method,share_mcmc_in_method,share_method_in_sim,share_sampling_in_mcmc,share_sampling_in_method,sim,time_allocation,time_mcmc_estimation,time_mcmc_sampling,time_mcmc_total,time_method_call,time_method_total,time_per_sampling_draw,time_setup,time_sim_post,time_sim_prep,time_sim_total,time_summary,ul,wiVar,wiVarpaired
20,1.0,0.004738857162386952,1,datasets_sb01.npz,0.9087680721485654,0.9211460484763501,0.9087680721485609,3,0.505317861661627,unconstrained_1tok,0.04237090596156678,0.042729820364222654,20,600,0.5,tmp\smoke_unconstrained_1tok_k3.csv,0.48998971875813657,0.9592013404061132,0.9839343279736323,0.489169063764359,0.4692116216479766,1,2.5300003471784294e-05,0.0036222000053385273,0.003468599999905564,0.007090800005244091,0.00753919999988284,0.007392400017124601,5.780999999842606e-06,0.00022900000476511195,2.9599999834317714e-05,9.200000204145908e-05,0.007662299998628441,4.730000364361331e-05,1.3122182826355038,0.03739510594106048,0.03775402034371635
20,1.0,0.006217609791573081,1,datasets_sb01.npz,1.0396546468543155,1.0476840623716805,1.039654646854316,3,0.5728513757932392,unconstrained_1tok,0.05672253588955661,0.06336102487921443,20,600,0.5,tmp\smoke_unconstrained_1tok_k3.csv,0.4390875347205377,0.9700723783322326,0.9895065567651455,0.5473662125341353,0.530984843611695,2,1.4900004316587001e-05,0.003239500023482833,0.003917499991075601,0.0071570000145584345,0.007477800005290192,0.007377800022368319,6.529166651792669e-06,0.00017980000120587647,1.1900003300979733e-05,6.640000356128439e-05,0.007557100005215034,2.6100002287421376e-05,1.5064579179153919,0.05019404560840488,0.05683253459806269
