acceptance_count,beta,bwVar,covers_true,dataset_file,est,est_med,estdiff,ll,method,miVar,miVarclus,miVarpaired,n_mcmc,n_sampling_draws,pstar,result_file,share_acceptance_in_mcmc,share_estimation_in_method,share_mcmc_in_method,share_method_in_sim,share_proposal_in_mcmc,sim,time_allocation,time_mcmc_acceptance,time_mcmc_estimation,time_mcmc_proposal,time_mcmc_total,time_method_call,time_method_total,time_per_sampling_draw,time_setup,time_sim_post,time_sim_prep,time_sim_total,time_summary,ul,wiVar,wiVarclus,wiVarpaired
1,1.0,0.0007583901565261634,1,datasets_sb01.npz,0.705044519522988,0.7251560771490718,0.7050445195229849,0.20599403008038858,constrained_1to1,0.06483012052605633,0.2082077948064059,0.04546670571021814,5,5,0.5,tmp\smoke_constrained_1to1_profile.csv,0.003511281741195735,0.51339998748704,0.9379148127186718,0.9795309788702597,0.449104264441638,1,5.499983672052622e-06,1.9599974621087313e-05,0.0030555000121239573,0.0025068999966606498,0.005581999983405694,0.0060440000088419765,0.00595149997388944,0.00050137999933213,0.0003291000030003488,2.039998071268201e-05,0.00010450000991113484,0.006170300010126084,3.4900003811344504e-05,1.2040950089655873,0.06392005233822494,0.20729772661857448,0.04455663752238674
2,1.0,0.0011868253445735024,1,datasets_sb01.npz,0.9813619583058305,0.979357002368238,0.9813619583058347,0.4636644078038391,constrained_1to1,0.06976539821838867,0.24568735451561882,0.06314926241652989,5,5,0.5,tmp\smoke_constrained_1to1_profile.csv,0.005765573190442671,0.7946104536234806,0.9232397732260215,0.9808405856072009,0.1335582767267669,2,3.200024366378784e-06,1.759998849593103e-05,0.002627299982123077,0.0004076999903190881,0.003052599960938096,0.0033839000097941607,0.0033063999726437032,8.153999806381762e-05,0.00021430000197142363,9.99998883344233e-06,5.509998300112784e-05,0.0034499999892432243,3.6299985367804766e-05,1.499059508807822,0.06834120780490047,0.24426316410213061,0.06172507200304169
