sim,mcmc_iter,running_tau_gibbs,running_tau_mcmc,tau_diff_mcmc_minus_gibbs,total_distance_gibbs,total_distance_mcmc,total_distance_diff_mcmc_minus_gibbs
1,6800,0.8731466018744362,0.8764332351757004,0.003286633301264219,56.1260588143056,54.23927105538568,-1.8867877589199225
1,6900,0.8729352831003112,0.8763015157796654,0.0033662326793542086,63.251152530245086,56.00032471983294,-7.250827810412147
1,7000,0.8727279065060339,0.8757534444707098,0.0030255379646758618,60.523705632842486,56.564738743031945,-3.95896688981054
1,7100,0.8725497704666096,0.875669810760346,0.003120040293736359,57.289317511052666,56.26222476924345,-1.0270927418092128
1,7200,0.8722869853289944,0.8740978957050156,0.001810910376021213,58.000614891535605,57.81366445162371,-0.18695043991189664
1,7300,0.8723380386923649,0.8731518452800189,0.0008138065876539535,60.060106715909924,53.10384559392441,-6.956261121985513
1,7400,0.8724042743325088,0.8727621248185313,0.00035785048602254843,58.330342154910404,54.48447839958108,-3.845863755329326
1,7500,0.8723514871105901,0.8726957831590744,0.00034429604848429385,62.46368421357207,54.53032051780841,-7.93336369576366
1,7600,0.8726728800208607,0.8729934244253732,0.00032054440451245725,56.84221896351208,58.09463835821164,1.252419394699558
1,7700,0.8725813147441098,0.8737256314833693,0.001144316739259521,55.51262047547393,55.504147965206194,-0.008472510267736766
1,7800,0.8725278581257652,0.8738282001256343,0.00130034199986917,54.846839661468806,64.85998901255569,10.01314935108688
1,7900,0.8726172075248665,0.8732837475845618,0.000666540059695353,54.595275967854406,54.72441381965041,0.12913785179600268
1,8000,0.8727644283670785,0.8748804845956307,0.0021160562285522655,56.7106995423337,55.489580574327945,-1.2211189680057544
1,8100,0.8726904391677565,0.8750357380906659,0.0023452989229094667,59.102796309874186,55.555423134941854,-3.547373174932332
1,8200,0.8729770848064788,0.8763317997282539,0.0033547149217750816,56.75629641580073,63.71713499953244,6.960838583731707
1,8300,0.872841649847791,0.8757167650875364,0.002875115239745374,51.947503939050286,55.357146807755306,3.4096428687050206
1,8400,0.8728218314805005,0.8737998341804084,0.0009780026999078872,58.32886780704146,61.892945702113806,3.5640778950723444
1,8500,0.872802291034088,0.8731078690188198,0.0003055779847317419,59.079459589723506,52.026234834963276,-7.05322475476023
1,8600,0.8728490316405234,0.8734619675653214,0.0006129359247979416,60.7703660948032,62.188636990041076,1.4182708952378746
1,8700,0.8727254246086624,0.874439890866114,0.0017144662574515301,50.46077473274135,59.186595032037204,8.725820299295854
1,8800,0.8728247653585848,0.8756345448234614,0.002809779464876594,59.0581389834557,62.943425398332174,3.885286414876475
1,8900,0.8729466247708979,0.8757173474668211,0.0027707226959231557,61.28413419769822,57.47137805727756,-3.8127561404206602
1,9000,0.8726367400391897,0.8752697686193264,0.002633028580136698,59.55965103088651,57.552715076046375,-2.006935954840138
1,9100,0.8725413390488117,0.8739742421585807,0.001432903109768957,61.44069887962655,58.25253921743986,-3.188159662186692
1,9200,0.872520066959266,0.8742070623740662,0.0016869954148002186,63.62919178783666,58.26561861612496,-5.3635731717117
1,9300,0.8725467262462997,0.8735696146184154,0.0010228883721157267,51.50179886234644,56.79250395251117,5.290705090164728
1,9400,0.8726485270424984,0.8718573994852699,-0.0007911275572285437,58.73199492625909,64.3571844270485,5.6251895007894035
1,9500,0.8724812994854778,0.8709329404950105,-0.0015483589904673467,52.98418666251676,63.66951368688673,10.685327024369968
1,9600,0.872467777325945,0.8710115825659541,-0.0014561947599909253,53.59891722171325,55.979875392905726,2.380958171192475
1,9700,0.8725974312768748,0.870752426661404,-0.00184500461547088,62.59024605045597,59.12860133899508,-3.4616447114608846
1,9800,0.8725304611452326,0.8708408128227615,-0.0016896483224710934,56.32716734687993,53.260427067929314,-3.0667402789506184
1,9900,0.8725190139139037,0.8723054150609344,-0.00021359885296934333,58.77446280086886,52.72414333546531,-6.050319465403554
1,10000,0.8725437999534146,0.8727957551107789,0.0002519551573643142,60.0429739139606,56.930399133219744,-3.1125747807408572
