sim,tau_hat,running_mean_tau,running_bias,running_abs_bias,accepted_iteration_rate,accepted_row_update_rate,n_mcmc,k,beta,dataset_file
49,1.323590748544825,1.047500991429485,0.04750099142948505,0.04750099142948505,1.0,0.8440666666666666,500,2,1.0,datasets_sb01_10000.npz
50,0.5923943317728458,1.0383988582363524,0.03839885823635236,0.03839885823635236,1.0,0.8439333333333333,500,2,1.0,datasets_sb01_10000.npz
51,1.0216930692831463,1.0380712937470737,0.03807129374707374,0.03807129374707374,1.0,0.8528,500,2,1.0,datasets_sb01_10000.npz
52,1.3508263874572501,1.0440858147799619,0.044085814779961874,0.044085814779961874,1.0,0.8336666666666667,500,2,1.0,datasets_sb01_10000.npz
53,0.5431319170267765,1.034633854444996,0.034633854444996004,0.034633854444996004,1.0,0.8515333333333334,500,2,1.0,datasets_sb01_10000.npz
54,1.1062837350746915,1.0359607040862866,0.0359607040862866,0.0359607040862866,1.0,0.8402,500,2,1.0,datasets_sb01_10000.npz
55,0.9866297955505828,1.0350637784765466,0.035063778476546625,0.035063778476546625,1.0,0.8592666666666666,500,2,1.0,datasets_sb01_10000.npz
56,1.0949867165108849,1.0361338309414454,0.0361338309414454,0.0361338309414454,1.0,0.8513333333333334,500,2,1.0,datasets_sb01_10000.npz
57,0.710484617868122,1.0304206868524397,0.030420686852439704,0.030420686852439704,1.0,0.8294,500,2,1.0,datasets_sb01_10000.npz
58,1.1482020115860567,1.032451399347847,0.03245139934784702,0.03245139934784702,1.0,0.8409333333333333,500,2,1.0,datasets_sb01_10000.npz
59,1.190590425640554,1.0351317218273843,0.03513172182738433,0.03513172182738433,1.0,0.8495333333333334,500,2,1.0,datasets_sb01_10000.npz
60,0.8455490171648875,1.0319720100830092,0.031972010083009206,0.031972010083009206,1.0,0.8566,500,2,1.0,datasets_sb01_10000.npz
61,0.7586385389192587,1.0274911335065544,0.02749113350655441,0.02749113350655441,1.0,0.8496666666666667,500,2,1.0,datasets_sb01_10000.npz
62,1.228815360191468,1.0307382984530853,0.03073829845308529,0.03073829845308529,1.0,0.8472666666666666,500,2,1.0,datasets_sb01_10000.npz
63,0.815175889975285,1.0273166729216914,0.027316672921691376,0.027316672921691376,1.0,0.8477333333333333,500,2,1.0,datasets_sb01_10000.npz
64,0.718401180931383,1.0224898683593429,0.022489868359342857,0.022489868359342857,1.0,0.8590666666666666,500,2,1.0,datasets_sb01_10000.npz
