beta,bwVar,covers_true,dataset_file,est,est_med,estdiff,ll,method,miVar,miVarpaired,n_mcmc,n_sampling_draws,pstar,result_file,share_estimation_in_method,share_mcmc_in_method,share_method_in_sim,share_sampling_in_mcmc,share_sampling_in_method,sim,time_allocation,time_mcmc_estimation,time_mcmc_sampling,time_mcmc_total,time_method_call,time_method_total,time_per_sampling_draw,time_setup,time_sim_post,time_sim_prep,time_sim_total,time_summary,ul,wiVar,wiVarpaired
1.0,0.024978537051989158,1,datasets_sb01.npz,0.8763279910864594,0.8821930607230604,0.8763279910864555,0.30161096758183126,unconstrained_1to1,0.08597971082518203,0.08549179376037187,1000,30000,0.5,results\unconstrained_1to1_beta1_profile_1.csv,0.2425945103060106,0.9994079746359472,0.9992665105053311,0.7572617825124118,0.7568134643299367,1,4.299916326999664e-06,0.08674840070307255,0.27062589989509434,0.3573743005981669,0.3582971999421716,0.3575860005803406,9.020863329836479e-06,0.0001631000777706504,2.210005186498165e-05,0.00023960007820278406,0.3585602000821382,4.429998807609081e-05,1.4510450145910876,0.06097619523614089,0.06048827817133073
1.0,0.03572125894069785,1,datasets_sb01.npz,1.0610970613474937,1.0677250389417452,1.0610970613474948,0.3818824983433252,unconstrained_1to1,0.12008861479512276,0.11783865207811497,1000,30000,0.5,results\unconstrained_1to1_beta1_profile_1.csv,0.26952612086861516,0.9997051658467497,0.9998467604051733,0.7303943901897049,0.7301790449781346,2,3.700028173625469e-06,0.13410759973339736,0.3633137997239828,0.4974213994573802,0.49848850001581013,0.49756809952668846,1.2110459990799427e-05,0.00010840001050382853,1.2299977242946625e-05,6.329989992082119e-05,0.4985648998990655,3.460003063082695e-05,1.740311624351662,0.0843316345954842,0.08208167187847644
1.0,0.032033914893850546,1,datasets_sb01.npz,1.4345316897936968,1.437987842748503,1.4345316897936922,0.818588385506077,unconstrained_1to1,0.09875732874238635,0.09735877230637804,1000,30000,0.5,results\unconstrained_1to1_beta1_profile_1.csv,0.25790480836705515,0.9996618662141553,0.9998057722836586,0.7420079558063238,0.7417570578471001,3,3.400025889277458e-06,0.10746859817299992,0.309089201153256,0.4165577993262559,0.4174701999872923,0.4166986992349848,1.03029733717752e-05,0.00010329997166991234,1.2199976481497288e-05,6.760004907846451e-05,0.4175513000227511,3.4199911169707775e-05,2.0504749940813167,0.06669137993364196,0.06529282349763366
1.0,0.03549622595759136,1,datasets_sb01.npz,0.9960357122502669,1.0025960357626083,0.9960357122502617,0.3622999586564175,unconstrained_1to1,0.10454524296729595,0.10458549111044968,1000,30000,0.5,results\unconstrained_1to1_beta1_profile_1.csv,0.20852583847380943,0.9995873291488311,0.9997721086275767,0.7913880734649034,0.7910614906750216,4,2.700020559132099e-06,0.07241070189047605,0.27469649899285287,0.3471072008833289,0.3478936000028625,0.34725050104316324,9.156549966428428e-06,0.00010000006295740604,1.1599971912801266e-05,6.680004298686981e-05,0.34797290002461523,4.060007631778717e-05,1.6297714658441163,0.06901352078374699,0.06905376892690072
1.0,0.02844973240419607,1,datasets_sb01.npz,0.9994260380478219,1.0038393447182579,0.9994260380478172,0.42965480054251115,unconstrained_1to1,0.08450626381932873,0.08421994462335194,1000,30000,0.5,results\unconstrained_1to1_beta1_profile_1.csv,0.2084272656344948,0.9996245791828152,0.9997827203171072,0.7914944570441812,0.7911973135483203,5,2.700020559132099e-06,0.07150760130025446,0.2714453978696838,0.34295299916993827,0.34372229990549386,0.34308179921936244,9.04817992898946e-06,9.400001727044582e-05,1.0500079952180386e-05,6.330001633614302e-05,0.3437970000086352,3.2100011594593525e-05,1.5691972755531327,0.056028081682728464,0.05574176248675169
1.0,0.040042030111108344,1,datasets_sb01.npz,0.9564137361176697,0.9596048927782576,0.9564137361176666,0.2855649169487052,unconstrained_1to1,0.11714861989285555,0.11658074243687216,1000,30000,0.5,results\unconstrained_1to1_beta1_profile_1.csv,0.21859787278474532,0.9996010193794788,0.9997732364624513,0.7813148760888179,0.7810031465947335,6,2.900022082030773e-06,0.07484190014656633,0.2673939996166155,0.3422358997631818,0.3430104000726715,0.3423724997555837,8.913133320553849e-06,9.959994349628687e-05,1.0400079190731049e-05,6.659992504864931e-05,0.3430881999665871,3.4100026823580265e-05,1.627262555286634,0.0770665477516361,0.07649867029565272
1.0,0.03450662095995787,1,datasets_sb01.npz,1.351938882415494,1.356238219845464,1.3519388824154934,0.6816996913644409,unconstrained_1to1,0.1169358010258148,0.11416054082066651,1000,30000,0.5,results\unconstrained_1to1_beta1_profile_1.csv,0.20531545822758454,0.9996140551168888,0.9997825231767882,0.7946052707276348,0.7942985968893043,7,2.700020559132099e-06,0.06905120227020234,0.2671365982387215,0.33618780050892383,0.3369739999761805,0.3363176005659625,8.904553274624049e-06,9.460002183914185e-05,1.0199961252510548e-05,6.240000948309898e-05,0.33704729995224625,3.250001464039087e-05,2.0221780734665473,0.08239467344489697,0.0796194132397487
1.0,0.023796897289131865,1,datasets_sb01.npz,0.9673132584167476,0.9639614561265185,0.967313258416743,0.36146353719844726,unconstrained_1to1,0.09554713783327061,0.09575420256531131,1000,30000,0.5,results\unconstrained_1to1_beta1_profile_1.csv,0.21235982412280696,0.9996021468587355,0.9997852261803414,0.7875556542268833,0.7872423227359285,8,2.700020559132099e-06,0.07232499902602285,0.2681171001167968,0.34044209914281964,0.3412163999164477,0.3405775990104303,8.937236670559894e-06,9.629991836845875e-05,1.1400086805224419e-05,6.120000034570694e-05,0.3412897000089288,3.6499928683042526e-05,1.5731629796350481,0.07172644364684962,0.07193350837889032
1.0,0.037890942080564455,1,datasets_sb01.npz,1.2146676173353292,1.221038604069009,1.2146676173353277,0.542904997519953,unconstrained_1to1,0.11746798661526905,0.11777221916092692,1000,30000,0.5,results\unconstrained_1to1_beta1_profile_1.csv,0.2134263475996426,0.9996042136661659,0.9997490587440916,0.7864891477229009,0.7861778660665234,9,2.400018274784088e-06,0.07247470028232783,0.2669680002145469,0.33944270049687475,0.3402330999961123,0.33957710047252476,8.898933340484897e-06,9.989994578063488e-05,9.199953638017178e-06,7.559999357908964e-05,0.3403184999478981,3.2100011594593525e-05,1.8864302371507056,0.07953915359262405,0.07984338613828192
1.0,0.040589464054186224,1,datasets_sb01.npz,1.266132210041716,1.2698177101533499,1.2661322100417152,0.6147580351119396,unconstrained_1to1,0.11044572984315053,0.10975916030171931,1000,30000,0.5,results\unconstrained_1to1_beta1_profile_1.csv,0.21514112372799118,0.9995220224766271,0.9997744986852337,0.7847559944753273,0.7843808987486359,10,3.100023604929447e-06,0.0743576989043504,0.27110000024549663,0.34545769914984703,0.34626140003092587,0.3456228991271928,9.036666674849887e-06,0.00013049994595348835,8.299946784973145e-06,6.92000612616539e-05,0.3463395000435412,3.160000778734684e-05,1.9175063849714924,0.06981567632491012,0.0691291067834789
1.0,0.040443944349464085,1,datasets_sb01.npz,1.117785578901871,1.120708149076619,1.1177855789018671,0.46210169259523326,unconstrained_1to1,0.11191205715383584,0.111912842274482,1000,30000,0.5,results\unconstrained_1to1_beta1_profile_1.csv,0.20328178360205756,0.9996120006869179,0.9997840641862624,0.7966393125909198,0.7963302170848603,11,2.6999041438102722e-06,0.06858150055631995,0.26865919935517013,0.3372406999114901,0.33799030003137887,0.33737159986048937,8.955306645172338e-06,9.460002183914185e-05,9.499955922365189e-06,6.290001329034567e-05,0.33806330000516027,3.360002301633358e-05,1.7734694652085086,0.07142766886002229,0.07142845398066845
1.0,0.032240347778789764,1,datasets_sb01.npz,1.1165681603893427,1.121537186884944,1.116568160389344,0.509407377820404,unconstrained_1to1,0.09596111409041183,0.09498616676509647,1000,30000,0.5,results\unconstrained_1to1_beta1_profile_1.csv,0.20633912132795088,0.9995765821563495,0.9997786269968009,0.7935734739975369,0.7932374608283986,12,2.700020559132099e-06,0.06827319925650954,0.26246529922354966,0.3307384984800592,0.3314940999262035,0.3308785983826965,8.748843307451656e-06,9.539991151541471e-05,9.200070053339005e-06,6.350001785904169e-05,0.331567500019446,4.199997056275606e-05,1.7237289429582814,0.06368852596384328,0.06271357863852792
1.0,0.03561488650591525,1,datasets_sb01.npz,1.112674464502469,1.1162213947513888,1.1126744645024609,0.4499107627311837,unconstrained_1to1,0.11434186911328026,0.11399923919279584,1000,30000,0.5,results\unconstrained_1to1_beta1_profile_1.csv,0.20369367423275872,0.9996074774325503,0.9997876217453602,0.7962263400070422,0.7959138031997915,13,3.00002284348011e-06,0.06891460123006254,0.2692772987065837,0.3381918999366462,0.3389455999713391,0.33832470001652837,8.975909956886122e-06,9.790004696696997e-05,8.79995059221983e-06,6.260001100599766e-05,0.339017599937506,3.190001007169485e-05,1.7754381662737546,0.07869136772085909,0.07834873780037467
1.0,0.03147038976660721,1,datasets_sb01.npz,0.7249776109911058,0.7234090157059427,0.7249776109911018,0.08774405370789451,unconstrained_1to1,0.1057024694210266,0.10491402415479756,1000,30000,0.5,results\unconstrained_1to1_beta1_profile_1.csv,0.20510932441793844,0.9996119073797038,0.9997912776480293,0.7948110432621853,0.7945025829617653,14,2.800021320581436e-06,0.06992139969952404,0.2708445012103766,0.34076590090990067,0.3415311999851838,0.34089820098597556,9.028150040345888e-06,9.480002336204052e-05,9.100069291889668e-06,6.170000415295362e-05,0.34160250006243587,3.470003139227629e-05,1.362211168274317,0.07420060926465277,0.07341216399842374
1.0,0.028506095162199274,1,datasets_sb01.npz,1.339467644322466,1.3317886442075744,1.339467644322462,0.7268402869752055,unconstrained_1to1,0.09769686562117035,0.09742213783980495,1000,30000,0.5,results\unconstrained_1to1_beta1_profile_1.csv,0.22040038667101589,0.9996350759299528,0.9997941733483976,0.7795191545614992,0.779234689258937,15,2.800021320581436e-06,0.07917950011324137,0.2799423998221755,0.3591218999354169,0.3599374999757856,0.3592530000023544,9.33141332740585e-06,9.650003630667925e-05,9.100069291889668e-06,6.449990905821323e-05,0.36001159995794296,3.1800009310245514e-05,1.9520950016697265,0.06916226436380887,0.06888753658244348
