sim,sampler,mcmc_iter,tau_current,running_tau,accepted_iteration_rate,accepted_row_update_rate
5,mcmc,4250,1.1366973189284744,0.9947745875695148,1.0,0.8364
5,mcmc,4500,1.0167331315505643,0.9945993916980026,1.0,0.8360444444444445
5,mcmc,4750,1.0135933501974346,0.9955287948414587,1.0,0.8357894736842105
5,mcmc,5000,1.1033688241737887,0.9955044057352177,1.0,0.8359
5,monte_carlo,250,0.9122841601184113,0.9980829368157306,,
5,monte_carlo,500,0.9177864789057576,1.0005464875528505,,
5,monte_carlo,750,1.0481483398303248,0.9989142439640087,,
5,monte_carlo,1000,1.00948412958876,0.9983071763261679,,
5,monte_carlo,1250,0.8897014437791204,0.9960393664780127,,
5,monte_carlo,1500,1.125291673989425,0.9947682379587982,,
5,monte_carlo,1750,1.4452037502812638,0.9973961330128385,,
5,monte_carlo,2000,0.9979361488124483,0.9956230158283076,,
5,monte_carlo,2250,1.1438951474354702,0.9962414483419028,,
5,monte_carlo,2500,0.8968425754358259,0.995588435502358,,
5,monte_carlo,2750,0.9543824601961644,0.9963068997101994,,
5,monte_carlo,3000,1.0886860440277089,0.9972485685144473,,
5,monte_carlo,3250,1.041968594665109,0.9973432100072042,,
5,monte_carlo,3500,1.0789451500633787,0.998731314025196,,
5,monte_carlo,3750,1.1651957514170217,0.9984593433001991,,
5,monte_carlo,4000,0.9903468717410231,0.9985428593053155,,
5,monte_carlo,4250,1.0474440723457021,0.9986719006735618,,
5,monte_carlo,4500,1.1281727775378272,0.9985410756252394,,
5,monte_carlo,4750,0.8824872330887483,0.9982518792871652,,
5,monte_carlo,5000,0.8686956775498323,0.9987245642597158,,
6,mcmc,250,0.8864527176761131,0.9313203565778824,1.0,0.8444
6,mcmc,500,1.0957001963815691,0.9417061135761358,1.0,0.8453333333333334
6,mcmc,750,0.8124818515485092,0.9463775787418619,1.0,0.8471111111111111
6,mcmc,1000,1.060572437105282,0.9457202549916875,1.0,0.8462333333333333
6,mcmc,1250,0.9527144961420108,0.9496256258569578,1.0,0.84664
6,mcmc,1500,1.0847506550521249,0.9476896588397753,1.0,0.8460222222222222
6,mcmc,1750,0.6112797518796844,0.9428714584159216,1.0,0.8467619047619047
6,mcmc,2000,1.151488170655249,0.9442486102797919,1.0,0.84675
6,mcmc,2250,0.5799490871912275,0.9435078822401546,1.0,0.8472296296296297
6,mcmc,2500,0.9315976360542121,0.9449933045966079,1.0,0.8474266666666667
6,mcmc,2750,0.9875341353137576,0.9460536731727532,1.0,0.8486787878787879
6,mcmc,3000,1.0236548806856136,0.9459300074460625,1.0,0.8493888888888889
6,mcmc,3250,0.9343808687645625,0.9483526178375514,1.0,0.8496410256410256
6,mcmc,3500,1.046620938384515,0.9481275308575888,1.0,0.8500666666666666
6,mcmc,3750,1.1546114470921038,0.9476444592717513,1.0,0.8497333333333333
6,mcmc,4000,0.8119382010260939,0.9476229735568233,1.0,0.8497083333333333
6,mcmc,4250,1.0655806801736512,0.9462875474629489,1.0,0.8497803921568627
6,mcmc,4500,0.8020024398166063,0.9455687237254531,1.0,0.8488740740740741
6,mcmc,4750,1.0040276024452128,0.9439496852935877,1.0,0.8485684210526315
6,mcmc,5000,0.7207911699244743,0.9448815476905696,1.0,0.8482533333333333
6,monte_carlo,250,1.0170184523033539,0.9504939680267821,,
6,monte_carlo,500,0.9704416598275909,0.9483988199529865,,
6,monte_carlo,750,0.46685545348443597,0.9450235800169224,,
6,monte_carlo,1000,1.0948861622907649,0.945504988301861,,
6,monte_carlo,1250,1.1780128278300803,0.9491289735169576,,
6,monte_carlo,1500,0.8773047309178421,0.9478262095278465,,
6,monte_carlo,1750,0.8759601483297326,0.9478335760897001,,
6,monte_carlo,2000,0.9400734722114883,0.949176794900138,,
6,monte_carlo,2250,0.7816568666347704,0.9485974288528566,,
6,monte_carlo,2500,0.9490791370375501,0.949909986972745,,
6,monte_carlo,2750,0.7274952507931269,0.9501605611875741,,
6,monte_carlo,3000,0.8748503075776146,0.9508110637144117,,
6,monte_carlo,3250,1.0232824100797855,0.9508351285552239,,
6,monte_carlo,3500,0.9695879033812509,0.9515381237563475,,
6,monte_carlo,3750,0.9577352314612889,0.9515902328553704,,
6,monte_carlo,4000,1.109245889296082,0.9514848015888526,,
6,monte_carlo,4250,0.8992050820735239,0.9512681216157816,,
6,monte_carlo,4500,0.8544812470324628,0.9503981131421311,,
6,monte_carlo,4750,1.0792618016999493,0.9501698570590622,,
6,monte_carlo,5000,1.147867046316635,0.9500621978989079,,
7,mcmc,250,1.4650909101104221,1.3537962620726185,1.0,0.8269333333333333
7,mcmc,500,1.2484752463731483,1.3538112511811475,1.0,0.8374666666666667
7,mcmc,750,1.2333011725988186,1.3488618091916094,1.0,0.8376888888888889
7,mcmc,1000,1.0781797602132401,1.3478334195983026,1.0,0.8406
7,mcmc,1250,1.417910525713576,1.3471368728028577,1.0,0.84328
7,mcmc,1500,1.134498954243382,1.343666702966377,1.0,0.844
7,mcmc,1750,1.273895034951841,1.3418434343437162,1.0,0.8430095238095238
7,mcmc,2000,1.1861351105911562,1.3452814231279127,1.0,0.8423666666666667
7,mcmc,2250,1.1112745885254809,1.346211307563947,1.0,0.8430518518518518
7,mcmc,2500,1.4483184551356543,1.3474278056266815,1.0,0.8427866666666667
7,mcmc,2750,1.2228309326163471,1.3467163190174452,1.0,0.8431636363636363
7,mcmc,3000,1.3889398637339134,1.3467321589578072,1.0,0.8429222222222222
7,mcmc,3250,1.3541240248300455,1.3460646467377608,1.0,0.8430051282051282
7,mcmc,3500,1.3546175727686662,1.3459620636756782,1.0,0.843152380952381
7,mcmc,3750,1.6461115818118068,1.346012806953257,1.0,0.8434311111111111
7,mcmc,4000,1.3444368601753989,1.347920248619672,1.0,0.8429
7,mcmc,4250,1.2634706907730406,1.3504602363036435,1.0,0.8430196078431372
7,mcmc,4500,1.4789331777758794,1.3505136298627987,1.0,0.8436222222222223
7,mcmc,4750,1.2932642016469122,1.3526388080738743,1.0,0.843740350877193
7,mcmc,5000,1.3539351402964936,1.3533086415533124,1.0,0.8438533333333333
7,monte_carlo,250,1.5720959758020223,1.3734726535778021,,
7,monte_carlo,500,1.1794152943254208,1.3672507488492462,,
7,monte_carlo,750,1.4662910263762687,1.363383164437773,,
7,monte_carlo,1000,1.2843326587429924,1.3619659146139027,,
7,monte_carlo,1250,1.3781463969694756,1.3606934523009484,,
7,monte_carlo,1500,1.500778648842895,1.3626412102294847,,
7,monte_carlo,1750,1.3874833322593523,1.3640927238885847,,
7,monte_carlo,2000,1.4239894499956431,1.364434785691181,,
7,monte_carlo,2250,1.524747736867023,1.3639700841162528,,
7,monte_carlo,2500,1.311387000925253,1.3637951311124816,,
7,monte_carlo,2750,1.3693655365476058,1.3643776647929975,,
7,monte_carlo,3000,1.259242200032815,1.3641788012876983,,
7,monte_carlo,3250,1.4758397517640776,1.3635293083127462,,
7,monte_carlo,3500,1.5917562606386797,1.3634681543897422,,
7,monte_carlo,3750,1.249839382940175,1.3640574752076553,,
7,monte_carlo,4000,1.123560673670799,1.3641240868238556,,
7,monte_carlo,4250,1.4037604133506518,1.3651996354463625,,
7,monte_carlo,4500,1.3976557403308076,1.3653000857950874,,
7,monte_carlo,4750,1.4716057283379589,1.3645473075588685,,
7,monte_carlo,5000,1.5330212595666763,1.3651568193494574,,
8,mcmc,250,0.8641588654809164,0.9649142916564701,1.0,0.8549333333333333
8,mcmc,500,0.9262427353040665,0.9611506512820795,1.0,0.856
8,mcmc,750,1.0722831591476434,0.957410476399851,1.0,0.8556888888888889
8,mcmc,1000,1.1422149309986747,0.9639905209442627,1.0,0.8581333333333333
8,mcmc,1250,0.8547211781956481,0.9629345043916122,1.0,0.8572533333333333
8,mcmc,1500,0.9147570556201698,0.9602592767849544,1.0,0.8576666666666667
8,mcmc,1750,0.9050024761583569,0.9660732476960456,1.0,0.8575047619047619
8,mcmc,2000,0.9509754563075787,0.9673605906918865,1.0,0.8583833333333334
8,mcmc,2250,0.8613098558831883,0.9655526485637509,1.0,0.8568444444444444
8,mcmc,2500,1.0678292947643917,0.9669511333336673,1.0,0.8568
8,mcmc,2750,0.9508897798979958,0.9662748585575003,1.0,0.8568121212121212
8,mcmc,3000,0.9888049823854145,0.9660944158171387,1.0,0.8575333333333334
8,mcmc,3250,1.029492761404656,0.9655398209642667,1.0,0.8572615384615384
8,mcmc,3500,1.1620641190302576,0.9647817527613695,1.0,0.857552380952381
8,mcmc,3750,1.1526250774347226,0.9646238807655539,1.0,0.8575822222222222
8,mcmc,4000,1.0376491554284968,0.966863420005992,1.0,0.8581
8,mcmc,4250,1.1543286954533258,0.9681304573763737,1.0,0.8581411764705882
8,mcmc,4500,0.8558118714358267,0.9668485950092179,1.0,0.8583185185185185
8,mcmc,4750,1.0186868106163933,0.9662754487402389,1.0,0.8584
8,mcmc,5000,0.9765713691685854,0.9673052383626688,1.0,0.8585
8,monte_carlo,250,0.8732804890088411,0.9624669891837961,,
8,monte_carlo,500,0.9001456586283973,0.9609431544997347,,
8,monte_carlo,750,0.8077193078857724,0.9652111381041644,,
8,monte_carlo,1000,0.8250207854787043,0.9650600999473337,,
8,monte_carlo,1250,0.9649857874432213,0.9638538910307345,,
8,monte_carlo,1500,0.8996435077860131,0.9628335369663105,,
8,monte_carlo,1750,0.959241769193573,0.9618922435920141,,
8,monte_carlo,2000,0.8176242911834412,0.9632544332515357,,
8,monte_carlo,2250,0.808784004046125,0.9624270915340538,,
8,monte_carlo,2500,0.8883623013064593,0.9633360118837764,,
8,monte_carlo,2750,1.0097896493658787,0.9637048141481787,,
8,monte_carlo,3000,1.1559939925959002,0.9630586590684453,,
8,monte_carlo,3250,0.9372349678711152,0.9632317509731003,,
8,monte_carlo,3500,0.9376120409748211,0.9624700494471893,,
8,monte_carlo,3750,1.0007470528208766,0.9620810445628496,,
8,monte_carlo,4000,0.7937488794715,0.9616607894014582,,
8,monte_carlo,4250,0.8987731500892295,0.9617536297803391,,
8,monte_carlo,4500,1.107262625375237,0.9625339153525713,,
8,monte_carlo,4750,1.0428713836054049,0.9633827924626992,,
8,monte_carlo,5000,0.9958843709299696,0.9631491524825136,,
9,mcmc,250,1.29086301942844,1.2235914313320908,1.0,0.8536
9,mcmc,500,1.1739990191454779,1.2231562367813222,1.0,0.8524
9,mcmc,750,1.2101303137626922,1.2219900880071217,1.0,0.8552444444444445
9,mcmc,1000,0.9491485738973952,1.2137425156684638,1.0,0.8556
9,mcmc,1250,1.2197001835005081,1.2079267497383444,1.0,0.8549066666666667
9,mcmc,1500,1.2161108844223483,1.2118561478087324,1.0,0.8566666666666667
9,mcmc,1750,0.8485422208240536,1.2122889598657793,1.0,0.8558476190476191
9,mcmc,2000,1.0355212573842818,1.2122635040770373,1.0,0.8561833333333333
9,mcmc,2250,1.1447311416325667,1.2124567349397535,1.0,0.8562962962962963
9,mcmc,2500,1.0466423492347183,1.2112901982560949,1.0,0.8559066666666667
9,mcmc,2750,1.1808747567931304,1.2118394852683891,1.0,0.8560242424242425
9,mcmc,3000,1.2207150712663961,1.212508713177749,1.0,0.8561888888888889
9,mcmc,3250,1.1815457957659863,1.210518185369368,1.0,0.8555794871794872
9,mcmc,3500,1.2949552503159512,1.2119690034757375,1.0,0.8555809523809523
9,mcmc,3750,1.199567813965374,1.2119017201695792,1.0,0.8548266666666666
9,mcmc,4000,1.1309393425055576,1.2113680170032537,1.0,0.8551916666666667
9,mcmc,4250,1.2221837554943402,1.2113110812831602,1.0,0.855356862745098
9,mcmc,4500,1.1840306390198867,1.2121879896975865,1.0,0.8552592592592593
9,mcmc,4750,1.3005460502932609,1.212393425097378,1.0,0.8552912280701754
9,mcmc,5000,1.2101315348415431,1.2124192513270828,1.0,0.8547133333333333
9,monte_carlo,250,1.1219573762030235,1.2204095803304416,,
9,monte_carlo,500,1.1761080646751556,1.216588617659888,,
9,monte_carlo,750,1.241391164611861,1.2187409525496247,,
9,monte_carlo,1000,1.4131146353431896,1.218270139107034,,
9,monte_carlo,1250,1.2615555602467372,1.2188654970622477,,
9,monte_carlo,1500,1.2891730565087876,1.219402961244248,,
9,monte_carlo,1750,1.1526373128269867,1.220026094243063,,
9,monte_carlo,2000,1.222792099351556,1.2217539982797339,,
9,monte_carlo,2250,1.176172936097975,1.2203338617109105,,
9,monte_carlo,2500,1.2509424542080971,1.2192227378098899,,
9,monte_carlo,2750,1.2653973493733552,1.218137301534795,,
9,monte_carlo,3000,1.1048148983337163,1.2184954607560954,,
9,monte_carlo,3250,1.6487684052612526,1.2188503208458537,,
9,monte_carlo,3500,1.2455131897920142,1.2192886812780797,,
9,monte_carlo,3750,1.2069939317770932,1.2197930123463365,,
9,monte_carlo,4000,1.3252584316662925,1.22013670993265,,
9,monte_carlo,4250,1.2000537269594709,1.2195446706602588,,
9,monte_carlo,4500,1.035806250239311,1.219198094825038,,
9,monte_carlo,4750,1.2111060201577681,1.2191191685009188,,
9,monte_carlo,5000,1.3340433642575789,1.2187607094959527,,
10,mcmc,250,1.0510608202770364,1.2549313256876902,1.0,0.8352
10,mcmc,500,1.36594903937522,1.261652569136601,1.0,0.8388666666666666
10,mcmc,750,1.535350058697147,1.268756392170415,1.0,0.8410222222222222
10,mcmc,1000,1.372860037077054,1.2737060291592561,1.0,0.8409
10,mcmc,1250,1.1905268233263009,1.2755563544054467,1.0,0.8390133333333334
10,mcmc,1500,1.2249747721616924,1.277749725185486,1.0,0.8401333333333333
10,mcmc,1750,1.2614047623941012,1.279019501816008,1.0,0.8397714285714286
10,mcmc,2000,1.0963365395080455,1.2771474501409412,1.0,0.8379833333333333
10,mcmc,2250,1.174028644898984,1.2764920322773767,1.0,0.8384148148148148
10,mcmc,2500,1.2668777010726542,1.2750276878665339,1.0,0.8388933333333334
10,mcmc,2750,1.1865212400626253,1.2767897827729309,1.0,0.8393333333333334
10,mcmc,3000,1.280441219578151,1.2767289921999327,1.0,0.8394
10,mcmc,3250,1.1926523765891157,1.2799967617862478,1.0,0.839702564102564
10,mcmc,3500,1.1850955097198344,1.280787522894328,1.0,0.8395428571428571
10,mcmc,3750,1.1887879461827362,1.2803398569477387,1.0,0.8394311111111111
10,mcmc,4000,1.205112722010975,1.2804407422122044,1.0,0.83935
10,mcmc,4250,1.426618599101104,1.2795681483852783,1.0,0.8396313725490197
10,mcmc,4500,1.0109976010943784,1.277139559770257,1.0,0.8396074074074074
10,mcmc,4750,1.4278907428784233,1.2768392307706198,1.0,0.8396210526315789
10,mcmc,5000,1.3186314538662227,1.2749812025363823,1.0,0.8397533333333334
10,monte_carlo,250,1.2757229149253617,1.2611755077617381,,
10,monte_carlo,500,1.2587295134593173,1.2655653279903178,,
10,monte_carlo,750,1.312784904862335,1.264962722507236,,
10,monte_carlo,1000,1.3018389472738043,1.2688345395574612,,
10,monte_carlo,1250,1.3329959652208296,1.2691913653067481,,
10,monte_carlo,1500,1.1369728746900234,1.2684886635869024,,
10,monte_carlo,1750,1.225966620188421,1.2680795132341849,,
10,monte_carlo,2000,1.103839032723435,1.2661747857754266,,
10,monte_carlo,2250,1.258365083194249,1.26602101399213,,
