acceptance_count,beta,bwVar,covers_true,dataset_file,est,est_med,ll,method,miVar,miVarclus,n_mcmc,n_sampling_draws,pstar,result_file,share_estimation_in_method,share_mcmc_in_method,share_method_in_sim,share_sampling_in_mcmc,share_sampling_in_method,sim,time_allocation,time_mcmc_estimation,time_mcmc_sampling,time_mcmc_total,time_method_call,time_method_total,time_per_sampling_draw,time_setup,time_sim_post,time_sim_prep,time_sim_total,time_summary,ul,wiVar,wiVarclus
524,1.0,0.001419658515919839,1,datasets_sb01.npz,0.871551071316563,0.8714702551253329,0.46564355481901304,constrained_1tok,0.04288861722959412,0.2162502139232079,1000,1000,0.5,results\constrained_1tok_beta1_profile_2.csv,0.9099124267576466,0.9981550550251115,0.9994810023402805,0.08840573197842987,0.08824262826746493,1,5.5500015150755644e-05,0.25789020041702315,0.025009999226313084,0.28290019964333624,0.28405419999035075,0.2834230996668339,2.5009999226313085e-05,0.0004141000099480152,2.099998528137803e-05,0.00012550002429634333,0.28420170000754297,5.329999839887023e-05,1.277458587814113,0.04146753905515836,0.21482913574877213
436,1.0,0.0019999571793185957,1,datasets_sb01.npz,1.053430984138745,1.0495439738539516,0.575610431411848,constrained_1tok,0.05943161198673402,0.24953533799112687,1000,1000,0.5,results\constrained_1tok_beta1_profile_2.csv,0.9083509333779778,0.9985346159243105,0.9997736556341981,0.09031603021879482,0.09018368254633272,2,2.010003663599491e-05,0.27950039983261377,0.02774960029637441,0.3072500001289882,0.3083098999923095,0.30770090012811124,2.7749600296374412e-05,0.00038049998693168163,1.3699987903237343e-05,5.540001438930631e-05,0.3083796999999322,5.029997555539012e-05,1.531251536865642,0.05742965485023611,0.24753338085462895
474,1.0,0.0025595907429587835,0,datasets_sb01.npz,1.4430092002593424,1.4372537521665436,1.0228086148437932,constrained_1tok,0.045962237605052664,0.2192627862778304,1000,1000,0.5,results\constrained_1tok_beta1_profile_2.csv,0.9017090041474959,0.9986287562744574,0.9997572419539658,0.09705283521830065,0.09691975212696143,3,2.099998528137803e-05,0.26605879940325394,0.028597200172953308,0.29465599957620725,0.2956957999849692,0.29506059957202524,2.8597200172953307e-05,0.0003310000174678862,1.0999967344105244e-05,5.9999991208314896e-05,0.2957675999496132,5.259999306872487e-05,1.8632097856748917,0.043400087271350925,0.21670063594412867
470,1.0,0.0035794255755297096,1,datasets_sb01.npz,0.9575127601022861,0.960720700526402,0.5184341972170823,constrained_1tok,0.05018481476086422,0.2170458331423154,1000,1000,0.5,results\constrained_1tok_beta1_profile_2.csv,0.8934544657868316,0.9987256184026797,0.9997796721194062,0.10540547941907641,0.105271152615848,4,1.9199971575289965e-05,0.2746865001972765,0.032364900049287826,0.3070514002465643,0.3081093999790028,0.30744320020312443,3.236490004928782e-05,0.000332699972204864,1.1000025551766157e-05,5.6200020480901e-05,0.3081773000303656,3.99000127799809e-05,1.39659132298749,0.04660180975975898,0.21346282814121018
461,1.0,0.0016324387276556004,1,datasets_sb01.npz,0.990696934425809,0.9875091368920645,0.6020766864749683,constrained_1tok,0.03931322811260228,0.20258990520441253,1000,1000,0.5,results\constrained_1tok_beta1_profile_2.csv,0.8938322300130801,0.9987351326738092,0.9997943953933013,0.10503575896031964,0.10490290266072906,5,1.8400023691356182e-05,0.26238320011179894,0.03079410025384277,0.2931773003656417,0.2941933000111021,0.2935486003989354,3.079410025384277e-05,0.0003152000135742128,9.800016414374113e-06,5.0099974032491446e-05,0.29425379994791,3.7699996028095484e-05,1.3793171823766497,0.037679156946219025,0.20095583403802927
466,1.0,0.0027445556981397765,1,datasets_sb01.npz,0.9439263243667956,0.948979581178143,0.483722894449539,constrained_1tok,0.0551299450509182,0.2308186307958784,1000,1000,0.5,results\constrained_1tok_beta1_profile_2.csv,0.9002945205975303,0.9987521889400197,0.9997821119754609,0.09858067840330138,0.09845766834248938,6,1.9899976905435324e-05,0.28196180012309924,0.03083579958183691,0.31279759970493615,0.3138543000095524,0.3131883996538818,3.083579958183691e-05,0.00032920000376179814,1.5400000847876072e-05,5.229999078437686e-05,0.3139227000065148,4.169996827840805e-05,1.4041297542840523,0.05238264479708028,0.22807133054204048
477,1.0,0.00259773546782078,1,datasets_sb01.npz,1.3649228734253616,1.362176776417338,0.90082738988408,constrained_1tok,0.05606638323704082,0.2312834578904975,1000,1000,0.5,results\constrained_1tok_beta1_profile_2.csv,0.903249738169732,0.9984777395955174,0.9997468999072471,0.09537318424781535,0.0952280014257855,7,2.1599989850074053e-05,0.25312770035816357,0.026686799887102097,0.27981450024526566,0.28084550000494346,0.28024110017577186,2.66867998871021e-05,0.0003640999784693122,1.0500021744519472e-05,5.9999991208314896e-05,0.280916600022465,4.0899962186813354e-05,1.8290183569666432,0.053466050033752224,0.22868312468720892
453,1.0,0.00144639090015337,1,datasets_sb01.npz,0.9749965605988801,0.9737052769288691,0.5425398387025548,constrained_1tok,0.04868253235977601,0.2235249294673756,1000,1000,0.5,results\constrained_1tok_beta1_profile_2.csv,0.8999770469636904,0.9985916606308867,0.999754034839465,0.09875369238002035,0.09861461366719625,8,2.0899984519928694e-05,0.2595118004246615,0.02843589847907424,0.2879476989037357,0.2889943000045605,0.28835379891097546,2.843589847907424e-05,0.00033730000723153353,1.2700038496404886e-05,5.759997293353081e-05,0.28906540002208203,4.7900015488266945e-05,1.4074532824952053,0.047234695068722486,0.22207709217632207
496,1.0,0.003175171966751034,1,datasets_sb01.npz,1.1925181972615735,1.1936025663429366,0.7247733556894297,constrained_1tok,0.056951592257744134,0.254146301776782,1000,1000,0.5,results\constrained_1tok_beta1_profile_2.csv,0.8994225799834559,0.9986339485375804,0.9997659880236365,0.09934708178047783,0.09921136855412448,9,2.0200037397444248e-05,0.26257410034304485,0.02896339987637475,0.2915375002194196,0.2926517999731004,0.2919363002292812,2.896339987637475e-05,0.0003428999916650355,8.400005754083395e-06,5.9500045608729124e-05,0.29272030002903193,3.5699980799108744e-05,1.6602630388337172,0.05377324511902635,0.2509679546380642
494,1.0,0.003459470311876034,1,datasets_sb01.npz,1.2654372131712794,1.2691891836137226,0.8222668598228755,constrained_1tok,0.05112452157615295,0.22034253498033557,1000,1000,0.5,results\constrained_1tok_beta1_profile_2.csv,0.9015130995480167,0.998534348543409,0.9997770619913776,0.09716365705087657,0.09702124899539225,10,2.5399960577487946e-05,0.2623990010470152,0.028239499602932483,0.2906385006499477,0.2919441999983974,0.29106510063866153,2.8239499602932482e-05,0.00036120001459494233,7.700000423938036e-06,5.689996760338545e-05,0.29200929997023195,4.0000013541430235e-05,1.7086075665196834,0.04766159179396504,0.21687960519814767
490,1.0,0.001562964483875434,1,datasets_sb01.npz,1.1200736500372712,1.1194339912379785,0.6826299095233838,constrained_1tok,0.04981180396573858,0.22842514749013096,1000,1000,0.5,results\constrained_1tok_beta1_profile_2.csv,0.9016578694019931,0.9987792590025144,0.9997801357715909,0.09724009457056301,0.09712138960052134,11,1.680001150816679e-05,0.2544529000297189,0.02740820002509281,0.2818611000548117,0.28283969999756664,0.28220560000045225,2.7408200025092812e-05,0.00028639996889978647,9.300012607127428e-06,5.23999915458262e-05,0.28290190000552684,4.12999652326107e-05,1.5575173905511588,0.04824727651737927,0.22686062004177165
476,1.0,0.001842002710320245,1,datasets_sb01.npz,1.1347138740670768,1.1328765069953572,0.7201322811321615,constrained_1tok,0.044741226884749,0.20949106409507506,1000,1000,0.5,results\constrained_1tok_beta1_profile_2.csv,0.9022630906696334,0.9984810333670535,0.9997544370746078,0.09636431687936647,0.09621794269742004,12,2.0899984519928694e-05,0.25547849980648607,0.02724439901066944,0.2827228988171555,0.2837681999662891,0.28315299877431244,2.724439901066944e-05,0.0003696000203490257,9.700015652924776e-06,5.940004484727979e-05,0.283837900031358,3.9599952287971973e-05,1.549295467001992,0.042897382171718436,0.2076472193820445
414,1.0,0.0020115347606136946,1,datasets_sb01.npz,1.1164134671356942,1.111686405034906,0.6581822653101095,constrained_1tok,0.05465843250898578,0.2360935375846899,1000,1000,0.5,results\constrained_1tok_beta1_profile_2.csv,0.9038813655030404,0.9984962636377477,0.9997683816725957,0.09475738826503347,0.09461489813470726,13,2.1900050342082977e-05,0.25732679944485426,0.026936000504065305,0.28426279994891956,0.2853171000024304,0.2846909000072628,2.6936000504065306e-05,0.0003630999708548188,8.600007276982069e-06,5.689996760338545e-05,0.28538319998187944,4.310003714635968e-05,1.574644668961279,0.05264488621361147,0.2340799912893156
472,1.0,0.0021632134480871717,1,datasets_sb01.npz,0.7089701815134982,0.7060676340469627,0.26027236332948067,constrained_1tok,0.05240778114407999,0.22586530340005795,1000,1000,0.5,results\constrained_1tok_beta1_profile_2.csv,0.9046741153231211,0.9986013387061597,0.9996924053159043,0.09405877975763144,0.0939272233830386,14,2.069998299703002e-05,0.28485699981683865,0.029575099586509168,0.3144320994033478,0.3155780000379309,0.31487249938072637,2.957509958650917e-05,0.0003809999907389283,8.400005754083395e-06,8.819997310638428e-05,0.3156751000205986,3.8700003642588854e-05,1.1576679996975159,0.05024240448254473,0.22369992673852268
406,1.0,0.0018921295209996824,1,datasets_sb01.npz,1.3088373600573415,1.3108041221524596,0.8845270921591062,constrained_1tok,0.046865681862732274,0.23038037415521617,1000,1000,0.5,results\constrained_1tok_beta1_profile_2.csv,0.9049653276598529,0.9986440761259578,0.9997870534506952,0.09380594218263733,0.09367874846610488,15,1.869996776804328e-05,0.26242799957981333,0.027165600506123155,0.2895936000859365,0.2906213999958709,0.2899868001113646,2.7165600506123155e-05,0.000333900039549917,9.299954399466515e-06,5.21000474691391e-05,0.29068330000154674,4.060001811012626e-05,1.7331476279555769,0.04497166021221159,0.22848635250469548
490,1.0,0.0021218513353077856,1,datasets_sb01.npz,0.8651694810757747,0.8673223189843005,0.4287966119739503,constrained_1tok,0.04956822180553884,0.23619375497282308,1000,1000,0.5,results\constrained_1tok_beta1_profile_2.csv,0.9037488844805815,0.9984508263433389,0.999759805141307,0.09484887924785206,0.09470194186275746,16,2.1700048819184303e-05,0.25411809975048527,0.02662850037449971,0.280746600124985,0.281786999956239,0.2811822001822293,2.6628500374499708e-05,0.0003732999903149903,8.700008038431406e-06,5.860003875568509e-05,0.28185470000607893,4.060001811012626e-05,1.3015423501775991,0.04744424861889575,0.23406978178618
428,1.0,0.0010449220630411966,1,datasets_sb01.npz,1.0635025165169991,1.0598526826214008,0.632185716637539,constrained_1tok,0.04842622393228298,0.21821033844424387,1000,1000,0.5,results\constrained_1tok_beta1_profile_2.csv,0.9031317225152625,0.9986315731074483,0.9997752833476987,0.09563071423329658,0.09549985059218581,17,1.9000028260052204e-05,0.2565995018812828,0.02713359909830615,0.2837331009795889,0.28473919996758923,0.2841219010297209,2.713359909830615e-05,0.0003291000030003488,9.000010322779417e-06,5.460000829771161e-05,0.2848031999892555,4.0700018871575594e-05,1.4948193163964594,0.04738025694717874,0.21716437145913964
381,1.0,0.0018638009331721794,1,datasets_sb01.npz,1.310094384198751,1.3003934709932385,0.8589063429260435,constrained_1tok,0.05299111010711742,0.24191732048381562,1000,1000,0.5,results\constrained_1tok_beta1_profile_2.csv,0.9026536636270104,0.9984250813608728,0.9997670460458721,0.09592248784788544,0.09577141773386236,18,2.099998528137803e-05,0.2593472007429227,0.02751669893041253,0.28686389967333525,0.2879726000246592,0.28731639962643385,2.751669893041253e-05,0.00036940001882612705,7.700000423938036e-06,5.879998207092285e-05,0.28803970001172274,6.209994899109006e-05,1.7612824254714583,0.05112544537301207,0.24005165574971027
474,1.0,0.0016516638673828076,1,datasets_sb01.npz,1.3509318591503598,1.350764679900514,0.951910357764599,constrained_1tok,0.04144579304668544,0.20691510186442752,1000,1000,0.5,results\constrained_1tok_beta1_profile_2.csv,0.9033332915474998,0.9984840507127887,0.9997802216187203,0.09529522188898619,0.09515075916528894,19,2.099998528137803e-05,0.2661228008219041,0.028031499299686402,0.2941543001215905,0.295232699951157,0.2946009001461789,2.80314992996864e-05,0.0003845000173896551,1.0300020221620798e-05,5.4100004490464926e-05,0.2952975999796763,4.110002191737294e-05,1.7499533605361206,0.03979247751543525,0.20526178633317732
398,1.0,0.0013289361517625315,1,datasets_sb01.npz,1.1169902974986112,1.1196825298073692,0.7027336152041213,constrained_1tok,0.044671126308214806,0.23883969778279665,1000,1000,0.5,results\constrained_1tok_beta1_profile_2.csv,0.9015705136397174,0.998493285981663,0.9996951344406857,0.09706902760658673,0.09692277234194553,20,2.1299987565726042e-05,0.2625642010825686,0.0282267996808514,0.29079100076342,0.29184270004043356,0.29122980078682303,2.82267996808514e-05,0.00036020000698044896,9.899958968162537e-06,7.829995593056083e-05,0.2919316999614239,5.730002885684371e-05,1.5312469797931012,0.043340861220300515,0.23750943269488237
