acceptance_count,beta,bwVar,covers_true,dataset_file,est,est_med,estdiff,ll,method,miVar,miVarpaired,n_mcmc,n_sampling_draws,pstar,result_file,share_estimation_in_method,share_mcmc_in_method,share_method_in_sim,share_sampling_in_mcmc,share_sampling_in_method,sim,time_allocation,time_mcmc_estimation,time_mcmc_sampling,time_mcmc_total,time_method_call,time_method_total,time_per_sampling_draw,time_setup,time_sim_post,time_sim_prep,time_sim_total,time_summary,ul,wiVar,wiVarpaired
1000,1.0,0.013575289002039552,1,datasets_sb01.npz,0.8727646935372918,0.877015348208723,0.872764693537289,0.4051902952833996,unconstrained_1tok,0.05691009420618737,0.06098337490302723,1000,30000,0.5,results\unconstrained_1tok_beta1_profile_1.csv,0.17193412637109837,0.9969651897942696,0.9994661841372565,0.8275424978412956,0.8250310634231712,1,8.500064723193645e-06,0.11984020087402314,0.5750567991053686,0.6948969999793917,0.6989315999671817,0.6970123000210151,1.9168559970178954e-05,0.0020634999964386225,2.3799948394298553e-05,0.0003480000887066126,0.6993049000157043,4.329998046159744e-05,1.340339091791184,0.04332122991514578,0.04739451061198564
1000,1.0,0.01630973867252715,1,datasets_sb01.npz,1.0621033871146714,1.071846954545046,1.062103387114674,0.5236122438644699,unconstrained_1tok,0.07548227596806256,0.08170508386901432,1000,30000,0.5,results\unconstrained_1tok_beta1_profile_1.csv,0.1542687906931201,0.9996717961803471,0.9998925937411848,0.8456805610775788,0.8454030054872269,2,4.199915565550327e-06,0.1097072014817968,0.6012025986565277,0.7109098001383245,0.7121724999742582,0.7111432000529021,2.0040086621884258e-05,0.0001993000041693449,1.1299969628453255e-05,6.430002395063639e-05,0.7122489999746904,2.989999484270811e-05,1.600594530364873,0.05915622755686289,0.06537903545781464
1000,1.0,0.016245235055371506,1,datasets_sb01.npz,1.4343131134926288,1.4296159261425876,1.4343131134926257,0.9299468150206646,unconstrained_1tok,0.06621859720801503,0.06712333690493946,1000,30000,0.5,results\unconstrained_1tok_beta1_profile_1.csv,0.15117495231733416,0.999683415768677,0.9998962073385275,0.8487771729201963,0.8485084634513429,3,3.6999117583036423e-06,0.10877879871986806,0.610549101838842,0.7193279005587101,0.7205926000606269,0.7195557005470619,2.03516367279614e-05,0.00019100005738437176,1.2399978004395962e-05,6.140000186860561e-05,0.7206674000481144,3.3100019209086895e-05,1.9386794119645931,0.049957116917588154,0.050861856614512584
1000,1.0,0.0174524638855294,1,datasets_sb01.npz,0.9902233686825247,0.9891392961362563,0.990223368682521,0.4729111395356368,unconstrained_1tok,0.06966158434634588,0.0681531493593853,1000,30000,0.5,results\unconstrained_1tok_beta1_profile_1.csv,0.1556429997694914,0.9995305369256164,0.9998206023799207,0.84428389727019,0.8438875371561251,4,3.900029696524143e-06,0.1137161998776719,0.6165628007147461,0.730279000592418,0.7317622000118718,0.7306220006430522,2.0552093357158205e-05,0.00021089997608214617,5.779997445642948e-05,7.229996845126152e-05,0.7318934999639168,0.00012820004485547543,1.5075355978294125,0.05219166799693095,0.05068323300997036
1000,1.0,0.01441390049660439,1,datasets_sb01.npz,0.9989737940624368,1.0017165124670395,0.9989737940624317,0.5307848996676896,unconstrained_1tok,0.05705977739342351,0.055263189501485746,1000,30000,0.5,results\unconstrained_1tok_beta1_profile_1.csv,0.168823599233602,0.9996464526891401,0.9998950656897889,0.8311166925271919,0.8308228534555381,5,4.300032742321491e-06,0.1241534996079281,0.6109902008902282,0.7351437004981562,0.736574099981226,0.735403700498864,2.0366340029674273e-05,0.00022350007202476263,1.079996582120657e-05,6.560003384947777e-05,0.7366513999877498,3.2199895940721035e-05,1.467162688457184,0.04263146299632251,0.04083487510438475
1000,1.0,0.0194815076995631,1,datasets_sb01.npz,0.9446026782306483,0.9431400744473337,0.9446026782306459,0.3970679898778361,unconstrained_1tok,0.07803889914348477,0.07600828371506092,1000,30000,0.5,results\unconstrained_1tok_beta1_profile_1.csv,0.1497876596045049,0.9997399429260416,0.9999248082451906,0.8501733769222964,0.8499522833215367,6,3.900029696524143e-06,0.157760901725851,0.8951954987132922,1.0529564004391432,1.0545578999444842,1.0532303004292771,2.983984995710974e-05,0.00019719998817890882,1.6600009985268116e-05,6.160000339150429e-05,1.054637199966237,7.27999722585082e-05,1.4921373665834605,0.05853790993622211,0.05650729450779826
1000,1.0,0.017671161603255266,1,datasets_sb01.npz,1.356601981109557,1.354139079343795,1.356601981109557,0.8132045895490749,unconstrained_1tok,0.07686399551091629,0.08015333607340176,1000,30000,0.5,results\unconstrained_1tok_beta1_profile_1.csv,0.1466779292285484,0.9998132859435178,0.9999537023876376,0.8532946788258277,0.8531353567149694,7,5.499925464391708e-06,0.3835177985019982,2.2306872993940488,2.614205097896047,2.6177242000121623,2.6146932978881523,7.435624331313496e-05,0.0003168000839650631,3.330002073198557e-05,8.539995178580284e-05,2.6178454000037163,0.00016589998267591,1.8999993726700393,0.05917516274605777,0.062464503308543244
1000,1.0,0.014369446329047346,1,datasets_sb01.npz,0.9682695054886569,0.9717357284117566,0.9682695054886529,0.4731831735864863,unconstrained_1tok,0.06380426802278899,0.07252882195869902,1000,30000,0.5,results\unconstrained_1tok_beta1_profile_1.csv,0.11363452806858787,0.9996267206201249,0.999920196825346,0.8863230386657792,0.885992192551537,8,1.3499986380338669e-05,0.2765371010173112,2.1561202973825857,2.432657398399897,2.4357985000824556,2.4335657983319834,7.187067657941953e-05,0.0008184999460354447,1.5700003132224083e-05,0.00017619994468986988,2.435992900049314,7.639999967068434e-05,1.4633558373908273,0.049420452247412594,0.05814500618332262
1000,1.0,0.020705251108800928,1,datasets_sb01.npz,1.2179786191917896,1.2134984225165693,1.2179786191917898,0.6659708169283536,unconstrained_1tok,0.07931919350263138,0.07970247218466467,1000,30000,0.5,results\unconstrained_1tok_beta1_profile_1.csv,0.10923615849957799,0.9998214717287695,0.9999583623961713,0.8907443362756552,0.8905853132291914,9,5.200039595365524e-06,0.25007139914669096,2.038793000392616,2.2888643995393068,2.2911034000571817,2.2892730995081365,6.795976667975385e-05,0.00030620000325143337,1.850002445280552e-05,7.569999434053898e-05,2.2911988000851125,9.729992598295212e-05,1.7699864214552257,0.05859323714272165,0.05897651582475494
1000,1.0,0.020657188774256107,1,datasets_sb01.npz,1.2807047161209397,1.2777977333093535,1.2807047161209384,0.74007665070469,unconstrained_1tok,0.07608254506344149,0.0701593855725511,1000,30000,0.5,results\unconstrained_1tok_beta1_profile_1.csv,0.12836849127430813,0.9997896062673937,0.9999433725155938,0.8716044951161694,0.8714211149930855,10,7.4999406933784485e-06,0.30958229827228934,2.101579202688299,2.4111615009605885,2.4138853000476956,2.4116689009824768,7.005264008960998e-05,0.00044490001164376736,1.209997572004795e-05,0.00012310000602155924,2.414022000040859,5.500006955116987e-05,1.8213327815371896,0.05540469910041113,0.04948153960952073
