sim,mcmc_iter,tau_current,running_tau,total_distance,accepted_iterations,accepted_iteration_rate,type1_count,type2_count,type1_acceptance_rate,type2_acceptance_rate
1,5000,0.7717970174734892,0.8692063208335585,53.060737994501096,2930,0.586,2509,2491,0.5747309685133519,0.5973504616619831
1,5100,0.7544500160314936,0.8677692683427075,59.922488137374394,2986,0.5854901960784313,2562,2538,0.5753317720530835,0.5957446808510638
1,5200,0.8330930049916608,0.8656315791931355,60.38157159109517,3051,0.5867307692307693,2611,2589,0.5767905017234776,0.59675550405562
1,5300,1.3095678194011457,0.8686070294070919,58.660734710210974,3102,0.5852830188679246,2661,2639,0.5753476136790681,0.5953012504736642
1,5400,0.9229101809049813,0.8726125142633014,62.76568852775721,3157,0.5846296296296296,2721,2679,0.5747886806321205,0.5946248600223965
1,5500,0.869609955591135,0.872676660735741,57.733303978226836,3222,0.5858181818181818,2771,2729,0.5763262360158787,0.5954562110663246
1,5600,0.8678269825208667,0.8737213787217325,57.73324140528363,3277,0.5851785714285714,2814,2786,0.5749822316986496,0.5954773869346733
1,5700,0.8799180718689869,0.8740483691870806,58.73296557006158,3336,0.5852631578947368,2863,2837,0.5738735592036326,0.5967571378216425
1,5800,0.9790952999062498,0.8729874600389587,56.00751955625034,3386,0.5837931034482758,2917,2883,0.5714775454233801,0.5962539021852237
1,5900,0.8776422983505441,0.8739843481556556,60.75541306539789,3447,0.5842372881355932,2958,2942,0.572684246112238,0.5958531611148878
1,6000,0.7410975278882393,0.8729502782701953,52.142126008506466,3496,0.5826666666666667,3015,2985,0.5714759535655058,0.5939698492462312
1,6100,0.820509029033874,0.8709821467908572,58.21974492910923,3552,0.5822950819672131,3061,3039,0.5697484482195361,0.5949325435998684
1,6200,1.093654541074865,0.8722664872317021,56.42170353074444,3605,0.5814516129032258,3100,3100,0.5690322580645162,0.5938709677419355
1,6300,1.1402938167262835,0.8754786650763978,52.738672500098296,3655,0.5801587301587302,3152,3148,0.5678934010152284,0.5924396442185514
1,6400,0.9638404441056168,0.8789708740796661,53.99370336910562,3707,0.57921875,3200,3200,0.5671875,0.59125
1,6500,0.9183290246349038,0.879359304629991,60.32419329593117,3764,0.579076923076923,3253,3247,0.5653243160159852,0.5928549430243302
1,6600,0.9204156762110203,0.8797204504958674,53.990601865157714,3814,0.5778787878787879,3308,3292,0.5616686819830713,0.5941676792223572
1,6700,0.9752030745278847,0.8804371069049224,57.746933073081806,3876,0.5785074626865672,3360,3340,0.5625,0.5946107784431137
1,6800,1.115039097096741,0.8805002380245011,57.10702598169783,3930,0.5779411764705882,3407,3393,0.5620780745523921,0.5938697318007663
1,6900,0.7280575859142244,0.8808677326749547,56.66185613229173,3994,0.5788405797101449,3456,3444,0.5625,0.5952380952380952
1,7000,1.0216198149778277,0.8792379652411104,49.27335631839436,4039,0.577,3506,3494,0.560467769537935,0.5935890097309674
1,7100,0.987351769951963,0.8807453008699032,55.12078690646007,4099,0.5773239436619718,3553,3547,0.559245707852519,0.59543276007894
1,7200,0.8048199724164181,0.8796503781880692,53.46259870117704,4169,0.5790277777777778,3606,3594,0.5629506378258459,0.5951585976627712
1,7300,0.8404258840928044,0.8784008373737182,58.15642582353078,4232,0.5797260273972603,3655,3645,0.5633378932968536,0.5961591220850481
1,7400,0.8736280893659052,0.8785925946665852,57.31757566145503,4294,0.5802702702702702,3697,3703,0.5628888287800919,0.5976235484742101
1,7500,0.8747558043905398,0.8788153723045673,60.804005788556665,4349,0.5798666666666666,3745,3755,0.5607476635514018,0.5989347536617843
1,7600,0.5677273904203466,0.8771718535633898,56.21687394120573,4402,0.5792105263157895,3788,3812,0.5591341077085533,0.5991605456453305
1,7700,0.9530840691948613,0.8765177095758022,57.535205520906445,4461,0.5793506493506494,3842,3858,0.5598646538261323,0.5987558320373251
1,7800,0.9208352474513132,0.8779171624361953,61.182785402516544,4524,0.58,3892,3908,0.5606372045220966,0.5992835209825998
1,7900,0.6302811452602404,0.8768070924767801,55.932871759603,4584,0.5802531645569621,3942,3958,0.5611364789446981,0.5992925720060637
1,8000,0.6538917280368374,0.8732473724358366,55.91897538862949,4645,0.580625,3993,4007,0.5622339093413473,0.5989518342899925
1,8100,0.9193881608108766,0.8730354466483863,50.35898294006022,4694,0.5795061728395061,4048,4052,0.5627470355731226,0.596248766041461
1,8200,0.8898298816709687,0.871741934799849,51.4556904039672,4747,0.5789024390243902,4097,4103,0.5618745423480596,0.5959054350475262
1,8300,0.8867059573654912,0.8709113049345936,57.43839793304516,4796,0.5778313253012048,4146,4154,0.5617462614568258,0.5938854116514203
1,8400,0.6801195350677256,0.8697425450593096,65.271925590178,4866,0.5792857142857143,4194,4206,0.5631855030996662,0.5953399904897765
1,8500,0.7386837326616679,0.8703708575756941,58.250144859647875,4931,0.5801176470588235,4244,4256,0.5638548539114043,0.5963345864661654
1,8600,1.0246234417812807,0.8705807365889278,51.10867675291233,4982,0.5793023255813954,4293,4307,0.563009550430934,0.5955421407011842
1,8700,0.7667373284447303,0.8704447876032407,48.18452640148528,5043,0.579655172413793,4347,4353,0.5638371290545203,0.5954514128187457
1,8800,0.9077386222731578,0.869490693320727,55.96914368131252,5101,0.579659090909091,4392,4408,0.5626138433515483,0.5966424682395645
1,8900,0.6961667697808197,0.8698818303500461,57.64282759348042,5163,0.5801123595505618,4444,4456,0.5627812781278128,0.5973967684021544
1,9000,0.8796727306119818,0.8701236568708475,55.43685781190643,5228,0.5808888888888889,4487,4513,0.5634053933585915,0.5982716596499003
1,9100,0.685391683527828,0.8690153953559345,55.94631396289948,5291,0.5814285714285714,4531,4569,0.5636724784815714,0.5990369884000876
1,9200,0.7820824623419909,0.867596933687913,55.3495143490009,5351,0.5816304347826087,4584,4616,0.5643542757417103,0.598786828422877
1,9300,0.7562952766208844,0.8665311549226519,46.47866945804258,5407,0.5813978494623656,4634,4666,0.5640914976262408,0.5985855122160308
1,9400,0.8078003254186518,0.8663380074260657,57.23220840934973,5456,0.5804255319148937,4688,4712,0.5627133105802048,0.5980475382003395
1,9500,0.7985233401037344,0.8654806514226869,55.65645790276521,5515,0.5805263157894737,4734,4766,0.5614702154626109,0.5994544691565253
1,9600,1.0046431507408589,0.8655554935930161,49.249369860765114,5576,0.5808333333333333,4781,4819,0.5607613469985359,0.60074704295497
1,9700,0.6757463762356402,0.8659451282944989,59.25918511056831,5634,0.5808247422680413,4830,4870,0.560455486542443,0.6010266940451745
1,9800,0.761557475605821,0.865219592173293,57.59072603584019,5686,0.580204081632653,4889,4911,0.5602372673348333,0.6000814498065568
1,9900,0.847209566405263,0.8639819573168108,54.39564080802852,5749,0.5807070707070707,4942,4958,0.5598947794415217,0.6014521984671238
1,10000,0.7956065167118815,0.8640039063098397,56.6430399399943,5808,0.5808,4995,5005,0.5597597597597598,0.6017982017982018
