beta,bwVar,covers_true,dataset_file,est,est_med,estdiff,ll,method,miVar,miVarpaired,n_mcmc,pstar,result_file,sim,ul,wiVar,wiVarpaired
2.0,0.025922306907791164,1,datasets_sb01.npz,0.886774464810931,0.8872125195088614,0.8867744648109274,0.30841116081203834,unconstrained_1to1,0.0870741647783516,0.0861423853674498,1000,0.5,results\unconstrained_1to1_beta1_2.csv,1,1.4651377688098237,0.061125935563652645,0.06019415615275084
2.0,0.02939317283513532,1,datasets_sb01.npz,1.0444550694808814,1.0473438204025602,1.0444550694808827,0.3884204487811036,unconstrained_1to1,0.11203181579464322,0.1083928452312939,1000,0.5,results\unconstrained_1to1_beta1_2.csv,2,1.7004896901806592,0.08260924978667276,0.07897027922332345
2.0,0.03369009694854061,1,datasets_sb01.npz,1.4300725845035105,1.4373708279974382,1.4300725845035056,0.8050784808625561,unconstrained_1to1,0.10168097396552478,0.09931466105621606,1000,0.5,results\unconstrained_1to1_beta1_2.csv,3,2.055066688144465,0.06795718692003563,0.06559087401072691
2.0,0.035377528770936424,1,datasets_sb01.npz,1.0107265645462773,1.009000134940615,1.010726564546272,0.3798443415478907,unconstrained_1to1,0.10360588798817835,0.10320764901715987,1000,0.5,results\unconstrained_1to1_beta1_2.csv,4,1.6416087875446639,0.06819298168847099,0.0677947427174525
2.0,0.029066689861180845,1,datasets_sb01.npz,0.991065126149349,0.9917601479326381,0.9910651261493441,0.4193995590136841,unconstrained_1to1,0.0850691172033896,0.08401646193538943,1000,0.5,results\unconstrained_1to1_beta1_2.csv,5,1.562730693285014,0.05597336065234758,0.05492070538434741
2.0,0.03592763298410872,1,datasets_sb01.npz,0.950426289976715,0.9437230616851369,0.9504262899767121,0.29399722067609035,unconstrained_1to1,0.11216657721337053,0.1112399536911761,1000,0.5,results\unconstrained_1to1_beta1_2.csv,6,1.6068553592773396,0.0762030165962777,0.07527639307408328
2.0,0.037181348852015274,1,datasets_sb01.npz,1.3424050058581196,1.3501402903021553,1.342405005858119,0.666069051595054,unconstrained_1to1,0.11907286626117541,0.11396413156825114,1000,0.5,results\unconstrained_1to1_beta1_2.csv,7,2.0187409601211854,0.08185433606030813,0.07674560136738384
2.0,0.02597866305738096,1,datasets_sb01.npz,0.9477667556665563,0.9519330888658255,0.9477667556665516,0.33500531321921545,unconstrained_1to1,0.09773963591996718,0.09795174743688796,1000,0.5,results\unconstrained_1to1_beta1_2.csv,8,1.5605281981138972,0.07173499419952883,0.07194710571644962
2.0,0.03745275667001203,1,datasets_sb01.npz,1.231802298997044,1.2329121300873376,1.2318022989970419,0.5593418976460767,unconstrained_1to1,0.11771214894447735,0.1179572844597261,1000,0.5,results\unconstrained_1to1_beta1_2.csv,9,1.9042627003480115,0.08022193951779531,0.08046707503304407
2.0,0.04123104674627117,1,datasets_sb01.npz,1.2713191856605062,1.2596864384330546,1.2713191856605053,0.6183211863949564,unconstrained_1to1,0.11099708117576298,0.11077815782927153,1000,0.5,results\unconstrained_1to1_beta1_2.csv,10,1.924317184926056,0.06972480338274555,0.06950588003625409
2.0,0.036447681483093526,1,datasets_sb01.npz,1.106379714999909,1.1013615239342638,1.1063797149999055,0.46250703765340007,unconstrained_1to1,0.10791649954012955,0.10902162229532097,1000,0.5,results\unconstrained_1to1_beta1_2.csv,11,1.7502523923464182,0.07143237037555294,0.07253749313074437
2.0,0.03252382111412429,1,datasets_sb01.npz,1.1233148022157726,1.130158090142272,1.1233148022157742,0.5154831551778976,unconstrained_1to1,0.09617329007204703,0.09424760953292721,1000,0.5,results\unconstrained_1to1_beta1_2.csv,12,1.7311464492536477,0.06361694513680861,0.0616912645976888
2.0,0.03708085534017595,1,datasets_sb01.npz,1.0947649557037817,1.0941198475747926,1.0947649557037735,0.42618280490236626,unconstrained_1to1,0.11635831225797755,0.11556654372273022,1000,0.5,results\unconstrained_1to1_beta1_2.csv,13,1.763347106505197,0.07924037606246143,0.0784486075272141
2.0,0.03695424405043859,1,datasets_sb01.npz,0.7447896462627678,0.7505384404534339,0.7447896462627639,0.09048254032525638,unconstrained_1to1,0.11144257311545236,0.10960193294531313,1000,0.5,results\unconstrained_1to1_beta1_2.csv,14,1.399096752200279,0.07445137482096334,0.07261073465082411
2.0,0.026199455334768886,1,datasets_sb01.npz,1.3384832931808346,1.332381964169418,1.338483293180831,0.7368076211927762,unconstrained_1to1,0.09423511408326783,0.09357153205233083,1000,0.5,results\unconstrained_1to1_beta1_2.csv,15,1.940158965168893,0.06800945929316418,0.06734587726222718
2.0,0.03639954118525281,1,datasets_sb01.npz,0.8520536859739382,0.8480415477281451,0.8520536859739334,0.2044108191540428,unconstrained_1to1,0.10918400742989712,0.10797354009949772,1000,0.5,results\unconstrained_1to1_beta1_2.csv,16,1.4996965527938335,0.07274806670345907,0.07153759937305967
2.0,0.025741504234041986,1,datasets_sb01.npz,1.0521683250377574,1.0471384513272952,1.0521683250377556,0.44461569021512404,unconstrained_1to1,0.09608501772176284,0.0943190432872422,1000,0.5,results\unconstrained_1to1_beta1_2.csv,17,1.6597209598603908,0.07031777198348681,0.06855179754896618
2.0,0.029567882627196593,1,datasets_sb01.npz,1.3308258693487007,1.3356394773458882,1.3308258693487018,0.7000049195234519,unconstrained_1to1,0.10358576393649237,0.10095136877735165,1000,0.5,results\unconstrained_1to1_beta1_2.csv,18,1.9616468191739496,0.07398831342666858,0.07135391826752786
2.0,0.026329857739592503,1,datasets_sb01.npz,1.3489783869377985,1.3464630635989085,1.3489783869377991,0.7778319931179368,unconstrained_1to1,0.08491467179649953,0.08375915027274819,1000,0.5,results\unconstrained_1to1_beta1_2.csv,19,1.9201247807576602,0.05855848419916744,0.05740296267541609
2.0,0.03034507383710639,1,datasets_sb01.npz,1.074155084365734,1.0809907110325612,1.0741550843657337,0.47622742930571527,unconstrained_1to1,0.09306473362285836,0.09417626260462841,1000,0.5,results\unconstrained_1to1_beta1_2.csv,20,1.6720827394257527,0.06268931471191487,0.06380084369368491
2.0,0.029266783454263243,1,datasets_sb01.npz,1.4722326904806287,1.4744774497864577,1.4722326904806284,0.8104060092745985,unconstrained_1to1,0.11401878278742927,0.11094088117103458,1000,0.5,results\unconstrained_1to1_beta1_2.csv,21,2.134059371686659,0.08472273254971177,0.08164483093331708
2.0,0.029756206540393938,1,datasets_sb01.npz,1.2776201282634738,1.2781212116828935,1.2776201282634734,0.6516156328734433,unconstrained_1to1,0.10201000318839204,0.10195454271892258,1000,0.5,results\unconstrained_1to1_beta1_2.csv,22,1.9036246236535044,0.07222404044145771,0.07216857997198825
2.0,0.033266851743622684,1,datasets_sb01.npz,0.8288124702193759,0.8245368922133174,0.8288124702193734,0.16638712901422492,unconstrained_1to1,0.11422514907089772,0.11120402858436161,1000,0.5,results\unconstrained_1to1_beta1_2.csv,23,1.4912378114245268,0.08092503047553141,0.07790390998899531
2.0,0.027707734176919966,1,datasets_sb01.npz,0.8185653186502071,0.823052280219664,0.8185653186502049,0.24068153546729043,unconstrained_1to1,0.08692983831367146,0.08650373349651419,1000,0.5,results\unconstrained_1to1_beta1_2.csv,24,1.3964491018331238,0.059194396402574574,0.058768291585417305
2.0,0.034379441869833084,1,datasets_sb01.npz,1.284883565110893,1.2961040101461188,1.2848835651108934,0.6112721524844588,unconstrained_1to1,0.11811545585708563,0.11723990098002027,1000,0.5,results\unconstrained_1to1_beta1_2.csv,25,1.958494977737327,0.08370163454538272,0.08282607966831736
2.0,0.03372463944516245,1,datasets_sb01.npz,0.9469750316638911,0.947183159034379,0.9469750316638872,0.3046094526756463,unconstrained_1to1,0.10741189532197595,0.10649516999888678,1000,0.5,results\unconstrained_1to1_beta1_2.csv,26,1.589340610652136,0.07365353123736836,0.07273680591427918
2.0,0.03343174162399032,1,datasets_sb01.npz,0.9725759534258411,0.9751109471902537,0.9725759534258352,0.3131049542696619,unconstrained_1to1,0.11320855860267841,0.1126768143926536,1000,0.5,results\unconstrained_1to1_beta1_2.csv,27,1.6320469525820203,0.0797433852370641,0.0792116410270393
2.0,0.032346557541779064,1,datasets_sb01.npz,0.9697470058494039,0.9642372266768904,0.9697470058494013,0.3882715502997096,unconstrained_1to1,0.08801377171145475,0.08726902590266701,1000,0.5,results\unconstrained_1to1_beta1_2.csv,28,1.5512224613990981,0.05563486761213391,0.054890121803346174
2.0,0.034257214318235085,1,datasets_sb01.npz,0.7644174430594808,0.7617576845930984,0.7644174430594813,0.09319906802901634,unconstrained_1to1,0.1172777246403939,0.1162590235874815,1000,0.5,results\unconstrained_1to1_beta1_2.csv,29,1.4356358180899451,0.08298625310784058,0.08196755205492817
2.0,0.030734714421768672,1,datasets_sb01.npz,0.9612665825891029,0.9634761329084829,0.9612665825891039,0.33870591541275696,unconstrained_1to1,0.10089071853265748,0.09771972064735435,1000,0.5,results\unconstrained_1to1_beta1_2.csv,30,1.5838272497654489,0.07012526939646704,0.06695427151116391
2.0,0.05395353869719399,1,datasets_sb01.npz,0.48580822903783466,0.47690765568065047,0.48580822903783316,-0.28322605277428364,unconstrained_1to1,0.15394984553370486,0.15567767478206168,1000,0.5,results\unconstrained_1to1_beta1_2.csv,31,1.254842510849953,0.09994235329781367,0.1016701825461705
2.0,0.02822926443159447,1,datasets_sb01.npz,1.1046136282566765,1.1031394930328027,1.1046136282566765,0.49798293612403854,unconstrained_1to1,0.0957936267798114,0.0953702831097782,1000,0.5,results\unconstrained_1to1_beta1_2.csv,32,1.7112443203893144,0.06753613308378534,0.06711278941375214
2.0,0.03019461565974157,1,datasets_sb01.npz,0.7772842668861917,0.7769994194652846,0.7772842668861913,0.18667895098111853,unconstrained_1to1,0.090799312571671,0.09188588030130705,1000,0.5,results\unconstrained_1to1_beta1_2.csv,33,1.367889582791265,0.060574502296269685,0.06166107002590574
2.0,0.032084811206421725,1,datasets_sb01.npz,0.772423202771035,0.7759198533617291,0.7724232027710347,0.12092141074802132,unconstrained_1to1,0.11048901109152391,0.1096745732026203,1000,0.5,results\unconstrained_1to1_beta1_2.csv,34,1.4239249947940489,0.07837211507389577,0.07755767718499217
2.0,0.03231053971016977,1,datasets_sb01.npz,0.6990272263425056,0.6992835543998824,0.6990272263425066,0.07290418461832204,unconstrained_1to1,0.10204864207047679,0.1021488784422093,1000,0.5,results\unconstrained_1to1_beta1_2.csv,35,1.3251502680666891,0.06970579182059684,0.06980602819232935
2.0,0.02597164841754021,1,datasets_sb01.npz,0.7055734960934696,0.7025391730863866,0.705573496093469,0.1310075160885631,unconstrained_1to1,0.08593452347433325,0.08547376334129816,1000,0.5,results\unconstrained_1to1_beta1_2.csv,36,1.2801394760983762,0.05993690340837551,0.05947614327534042
2.0,0.03455822839692562,1,datasets_sb01.npz,0.7216121587983595,0.7185000882268214,0.721612158798359,0.0455863633198742,unconstrained_1to1,0.11896368079766734,0.11699526049647153,1000,0.5,results\unconstrained_1to1_beta1_2.csv,37,1.3976379542768447,0.08437089417234479,0.08240247387114899
2.0,0.03879190780647506,1,datasets_sb01.npz,0.9632814555798471,0.975400657837886,0.9632814555798439,0.298625588162578,unconstrained_1to1,0.11499568463457996,0.11297893460108055,1000,0.5,results\unconstrained_1to1_beta1_2.csv,38,1.6279373229971164,0.07616498492029843,0.07414823488679902
2.0,0.0426873841604236,1,datasets_sb01.npz,1.0796399558464662,1.0731859267391446,1.079639955846465,0.4093355104549644,unconstrained_1to1,0.11695857182205563,0.11748840281290332,1000,0.5,results\unconstrained_1to1_beta1_2.csv,39,1.749944401237968,0.07422850027747162,0.07475833126831931
2.0,0.03527549074794807,1,datasets_sb01.npz,1.3374630124047158,1.333184958622593,1.3374630124047167,0.7081078021953778,unconstrained_1to1,0.10310495122283425,0.1013821438979387,1000,0.5,results\unconstrained_1to1_beta1_2.csv,40,1.9668182226140538,0.06779418498413824,0.06607137765924269
2.0,0.04726995484965565,1,datasets_sb01.npz,1.0868395330124527,1.0798821972996882,1.0868395330124503,0.38223902063189286,unconstrained_1to1,0.12923310132417415,0.12289394770060422,1000,0.5,results\unconstrained_1to1_beta1_2.csv,41,1.7914400453930126,0.08191587651966883,0.07557672289609892
2.0,0.034139290405893995,1,datasets_sb01.npz,0.8945192438494318,0.8979754763291807,0.8945192438494305,0.24990888887259732,unconstrained_1to1,0.10816391861291143,0.10931990779485348,1000,0.5,results\unconstrained_1to1_beta1_2.csv,42,1.5391295988262663,0.07399048891661154,0.0751464780985536
