beta,bwVar,covers_true,dataset_file,est,est_med,estdiff,k,ll,method,miVar,miVarpaired,n_mcmc,n_sampling_draws,pstar,result_file,share_estimation_in_method,share_mcmc_in_method,share_method_in_sim,share_sampling_in_mcmc,share_sampling_in_method,sim,time_allocation,time_mcmc_estimation,time_mcmc_sampling,time_mcmc_total,time_method_call,time_method_total,time_per_sampling_draw,time_setup,time_sim_post,time_sim_prep,time_sim_total,time_summary,ul,wiVar,wiVarpaired
1.0,0.0252734083814403,1,datasets_sb01.npz,1.0885045239621538,1.0838646477862486,1.088504523962153,2,0.5005536127868698,unconstrained_1tok_mc,0.08998497343602839,0.07951716658359896,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.08484411671856215,0.9996668283561508,0.9999396425993851,0.9151276062064803,0.9148227116375887,41,1.200000406242907e-05,0.10226980020524934,1.1027133001189213,1.2049831003241707,1.2060763999761548,1.205384700326249,3.675711000396404e-05,0.0003547999949660152,9.400013368576765e-06,6.2700011767447e-05,1.206149200006621,3.480000304989517e-05,1.6764554351374379,0.06468629164620665,0.05421848479377722
1.0,0.017461073288415428,1,datasets_sb01.npz,0.8835159954911885,0.8793880319224503,0.8835159954911872,2,0.35577732662015304,unconstrained_1tok_mc,0.07249794424765008,0.07236831737921541,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.08783352815140456,0.9996701991001372,0.9999431143319604,0.9121374947152884,0.9118366709487327,42,1.2899981811642647e-05,0.10631610036944039,1.1037120000692084,1.2100281004386488,1.2111325000005309,1.2104273004515562,3.679040000230695e-05,0.0003533000126481056,9.000010322779417e-06,5.949998740106821e-05,1.2112014000013005,3.300001844763756e-05,1.411254664362224,0.05501940988594624,0.054889783017511566
1.0,0.015593478413293851,1,datasets_sb01.npz,0.7718647067615867,0.7758417287029534,0.7718647067615911,2,0.26478298033058023,unconstrained_1tok_mc,0.06693353740114799,0.0709462686947272,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.08312259650433763,0.9996840283377729,0.9999449857574456,0.9168511308092518,0.9165614318334353,43,1.2200005585327744e-05,0.1010188001091592,1.1138961000251584,1.2149149001343176,1.215982099995017,1.2152989001479,3.712987000083861e-05,0.00034180001239292324,8.600007276982069e-06,5.780000356025994e-05,1.2160490000096615,2.9999995604157448e-05,1.2789464331925933,0.05132446550944084,0.05533719680302005
1.0,0.015138524482906203,1,datasets_sb01.npz,1.2973215256700514,1.2977298243118107,1.2973215256700494,2,0.8281817235187889,unconstrained_1tok_mc,0.057291793513777015,0.05634250069799358,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.09209921152686919,0.9996917232622443,0.9999445339986732,0.9078723876733455,0.9075925117353751,44,1.0700023267418146e-05,0.10985220028669573,1.08253949979553,1.1923917000822257,1.1934578999935184,1.1927594000590034,3.608464999318433e-05,0.00031849998049438,1.090002479031682e-05,5.439997767098248e-05,1.1935241000028327,3.849997301585972e-05,1.766461327821314,0.04213813050638791,0.041188837690604475
1.0,0.020449085007312802,1,datasets_sb01.npz,1.3877211419313749,1.3861876276293343,1.3877211419313753,2,0.8090270784213511,unconstrained_1tok_mc,0.08717378674035388,0.09029774509568546,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.08702765010075807,0.9996510618644523,0.9999322233602745,0.9129419720332788,0.9126234117636942,45,1.270000939257443e-05,0.1044516995898448,1.0953423002210911,1.199793999810936,1.2009224999928847,1.2002127998275682,3.6511410007369707e-05,0.00036959999124519527,1.069999416358769e-05,7.010000990703702e-05,1.201003900001524,3.6500015994533896e-05,1.9664152054413986,0.06670425264803377,0.06982821100336535
1.0,0.013576993471606952,1,datasets_sb01.npz,0.9854606077868138,0.9884881298538601,0.9854606077868142,2,0.5202730502559161,unconstrained_1tok_mc,0.056330555935433735,0.05595340576169461,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.0895906986222035,0.9996636513734746,0.9999336753011373,0.9103791575305239,0.9100729527512711,46,1.2300006346777081e-05,0.10731749946717173,1.090143900248222,1.1974613997153938,1.1985688999993727,1.197864299727371,3.633813000827407e-05,0.0003513999981805682,1.1199997970834374e-05,6.75999908708036e-05,1.1986483999935444,3.920000744983554e-05,1.4506481653177115,0.04273998547035518,0.04236283529661605
1.0,0.014916880816866904,1,datasets_sb01.npz,1.1791437348994978,1.1705804619429054,1.1791437348995017,2,0.6928624610633294,unconstrained_1tok_mc,0.06155494514882513,0.06278335399822728,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.08751335801157183,0.9996532124500656,0.9999288062583457,0.9124562829172689,0.9121398544384938,47,1.2900010915473104e-05,0.10502990052918904,1.0947123999940231,1.1997423005232122,1.2008625000016764,1.2001585005491506,3.64904133331341e-05,0.0003664000250864774,1.0399991879239678e-05,7.459998596459627e-05,1.2009479999833275,3.689998993650079e-05,1.6654250087356661,0.046623147451141364,0.04785155630054351
1.0,0.023632004367149673,1,datasets_sb01.npz,1.2007725123005302,1.1978541529165931,1.2007725123005326,2,0.6216603578899123,unconstrained_1tok_mc,0.08729979367610041,0.07862181507933688,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.08354227180398745,0.9996754473291923,0.9999386458265755,0.9164306055258382,0.9161331755252049,48,1.2199976481497288e-05,0.10260259982896969,1.125150699983351,1.2277532998123206,1.2288551999954507,1.2281518997915555,3.7505023332778364e-05,0.0003496000135783106,9.800016414374113e-06,6.520000169984996e-05,1.2289306000166107,3.679998917505145e-05,1.779884666711148,0.06364415730458359,0.054966178707820064
1.0,0.012362476129009857,1,datasets_sb01.npz,1.3138654428317538,1.3128650579158019,1.3138654428317578,2,0.874577597577417,unconstrained_1tok_mc,0.050232666333870815,0.049320559634134606,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.08639048325107182,0.9996627606464699,0.9999405211053337,0.9135803726496683,0.9132722773953981,49,1.2100004823878407e-05,0.1047989993239753,1.1078769000887405,1.2126758994127158,1.213803699996788,1.2130849994136952,3.6929230002958016e-05,0.0003583999932743609,9.400013368576765e-06,6.220000796020031e-05,1.2138758999935817,3.860000288113952e-05,1.7531532880860905,0.03785782772873195,0.03694572102899574
1.0,0.016731777066305416,1,datasets_sb01.npz,0.608766140710003,0.6093219389865958,0.6087661407100056,2,0.09382814870336553,unconstrained_1tok_mc,0.06902361922423673,0.06835477173707519,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.08972415058850701,0.999634553318429,0.9999236934555175,0.9102430480312481,0.909910402729922,50,1.200000406242907e-05,0.11033630024758168,1.1189422996540088,1.2292785999015905,1.2304688000003807,1.2297279999183957,3.729807665513363e-05,0.00040129999979399145,1.0299991117790341e-05,8.279999019578099e-05,1.230562699987786,3.610001294873655e-05,1.1237041327166404,0.05227511038086501,0.05160626289370347
1.0,0.02089844566119428,1,datasets_sb01.npz,1.0213015660854639,1.0195321150876069,1.0213015660854672,2,0.48392495693028714,unconstrained_1tok_mc,0.07517014266636703,0.07033525507522152,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.08844139838087428,0.999669658420808,0.9999358511723881,0.9115293760935124,0.9112282600399337,51,1.270000939257443e-05,0.10733180004172027,1.1058595995709766,1.2131913996126968,1.2142853999976069,1.213592299609445,3.6861986652365886e-05,0.0003575999871827662,1.2200005585327744e-05,6.520000169984996e-05,1.2143632999795955,3.060000017285347e-05,1.5586781752406407,0.05425079855951155,0.049415910968366054
1.0,0.01885040186324782,1,datasets_sb01.npz,1.3320419529475376,1.3296764910010224,1.3320419529475371,2,0.8209884366049808,unconstrained_1tok_mc,0.06798617674044459,0.05930274673967516,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.10160162595726283,0.9997527936991423,0.9999516207571484,0.8983732512701155,0.8981511677418795,52,9.299983503296971e-06,0.12214900029357523,1.0797884996281937,1.201937499921769,1.2029371999960858,1.2022346999146976,3.5992949987606453e-05,0.00025969999842345715,7.399998139590025e-06,5.0300004659220576e-05,1.202995400002692,2.820001100189984e-05,1.8430954692900943,0.04911692447533353,0.0404334944745641
1.0,0.018910573481821912,1,datasets_sb01.npz,0.5409580941700388,0.544373369756114,0.5409580941700369,2,0.026274359700551253,unconstrained_1tok_mc,0.06895547337761818,0.06344833252709864,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.09039801651124163,0.9997438230703911,0.9999512814544425,0.9095788196684094,0.9093458065591495,53,9.200011845678091e-06,0.10977889923378825,1.104305000480963,1.2140838997147512,1.2150840999966022,1.214394999697106,3.6810166682698766e-05,0.00026799997431226075,9.600014891475439e-06,4.9299997044727206e-05,1.2151433000108227,3.3899996196851134e-05,1.0556418286395264,0.050025989322314446,0.04451884847179491
1.0,0.015563796688762947,1,datasets_sb01.npz,1.1110473078220844,1.1132661211751247,1.1110473078220868,2,0.610610786675066,unconstrained_1tok_mc,0.0651907308667561,0.0671132980706539,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.12644129561967263,0.9996479421018576,0.9999370490634606,0.8735141740462973,0.873206646482185,54,1.1299998732283711e-05,0.141109699732624,0.9745070001517888,1.1156166998844128,1.1166726000083145,1.1160095998784527,3.2483566671726294e-05,0.0003470999945420772,9.000010322779417e-06,6.0699996538460255e-05,1.1167429000197444,3.4500000765547156e-05,1.611483828969103,0.049611370381304386,0.05153393758520219
1.0,0.02016158382920048,1,datasets_sb01.npz,0.9757664323547081,0.9730130745874239,0.9757664323547091,2,0.41060388755164334,unconstrained_1tok_mc,0.08314470586429512,0.08242394738657849,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.09161618442228738,0.999693581729122,0.999943629261251,0.9083557341002197,0.9080773973068347,55,1.1399999493733048e-05,0.11158329964382574,1.1059866001014598,1.2175698997452855,1.2186491999891587,1.2179430997639429,3.686622000338199e-05,0.0003271000168751925,9.200011845678091e-06,5.900001269765198e-05,1.2187179000175092,3.470000228844583e-05,1.5409289771577728,0.06296296045126544,0.062242201973548815
1.0,0.0165786258650033,1,datasets_sb01.npz,1.1273676615357704,1.1276749287532053,1.1273676615357748,2,0.6170550150175473,unconstrained_1tok_mc,0.0677892016858686,0.07088043363097246,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.08447812545742288,0.9996659754902072,0.9999404589251752,0.9154936473495586,0.9151878500327842,56,1.2200005585327744e-05,0.10336430018651299,1.119789899996249,1.223154200182762,1.224291999998968,1.2235629001806956,3.732632999987497e-05,0.0003563000063877553,1.170000177808106e-05,6.050002411939204e-05,1.2243649000010919,4.019998596049845e-05,1.6376803080539934,0.0511939971950003,0.05428522914010416
1.0,0.011907448699785524,1,datasets_sb01.npz,0.716132329759003,0.7165767819789921,0.7161323297590019,2,0.2602237393084587,unconstrained_1tok_mc,0.0541057483461584,0.05913083801503258,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.08474202485679896,0.9996283956381021,0.9999288049421254,0.9152264729307686,0.9148863707813031,57,1.479999627918005e-05,0.10182150031323545,1.0992786996357609,1.2011001999489963,1.2022448000207078,1.2015466999437194,3.664262332119203e-05,0.00038559999666176736,1.0099989594891667e-05,7.479998748749495e-05,1.2023304000031203,4.610000178217888e-05,1.1720409202095472,0.042186392197673096,0.04721148186654727
1.0,0.019115333214697664,1,datasets_sb01.npz,1.1626379337795456,1.156350979405246,1.1626379337795478,2,0.6187966100556064,unconstrained_1tok_mc,0.07698963593029116,0.07432961990501596,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.08579236221006654,0.9997216201315376,0.9999378092732764,0.9141837482730658,0.9139292579214711,58,1.1499971151351929e-05,0.10339589972863905,1.1014563007338438,1.2048522004624829,1.2058924000011757,1.2051877004560083,3.671521002446146e-05,0.00028840001323260367,9.799987310543656e-06,6.429999484680593e-05,1.205967399990186,3.5600009141489863e-05,1.7064792575034848,0.057855187382378805,0.05519517135710361
1.0,0.016605404816112133,1,datasets_sb01.npz,1.1884764188358852,1.1892540986544522,1.188476418835879,2,0.65068315879833,unconstrained_1tok_mc,0.07528675305649245,0.07985573280800672,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.08694133267825985,0.9996362133341175,0.9999376484019116,0.9130270277141304,0.9126948806558577,59,1.4099990949034691e-05,0.1036738007387612,1.0883493992732838,1.192023200012045,1.193158600013703,1.1924569999682717,3.627831330910946e-05,0.0003792999777942896,1.09999964479357e-05,6.249998114071786e-05,1.1932329999981448,4.0399987483397126e-05,1.7262696788734404,0.0586647428355642,0.06323372258707848
1.0,0.015664336085546123,1,datasets_sb01.npz,0.8326975216887338,0.8347678868046178,0.8326975216887326,2,0.3642773448590171,unconstrained_1tok_mc,0.05711616567606807,0.046317387567371,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.0919166705233131,0.9996405597625636,0.999924525643914,0.9080502790471554,0.9077238892392505,60,1.5400000847876072e-05,0.11366830026963726,1.1225323003600352,1.2362006006296724,1.2374128000228666,1.2366451006382704,3.74177433453345e-05,0.0003934999986086041,1.0399991879239678e-05,8.230001549236476e-05,1.2375062000064645,3.5600009141489863e-05,1.3011176985184505,0.041436165254436406,0.030637387145739336
1.0,0.02152355432818286,1,datasets_sb01.npz,0.7617807035716776,0.7616189736137428,0.7617807035716726,2,0.22618390601776495,unconstrained_1tok_mc,0.074673034555916,0.0671223174490524,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.09469282792351041,0.9996649131531581,0.9999338757327304,0.9052754311193849,0.9049720852296477,61,1.2300006346777081e-05,0.11134120012866333,1.0640793000056874,1.1754205001343507,1.176494500017725,1.1758145001076628,3.546931000018958e-05,0.0003483999753370881,1.0799994925037026e-05,6.649998249486089e-05,1.176572299998952,3.329999162815511e-05,1.2973775011255904,0.05312795667340497,0.045577239566541354
1.0,0.015699320401422977,1,datasets_sb01.npz,1.224073215793113,1.2252823600513119,1.224073215793115,2,0.7385226405006959,unconstrained_1tok_mc,0.06137009609714625,0.055870457918404115,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.09210426784959322,0.9997049546382156,0.9999387463243077,0.9078685491931717,0.9076006867886224,62,1.2100004823878407e-05,0.1104456998873502,1.0883381998573896,1.1987838997447398,1.1998546000104398,1.199137699761195,3.627793999524632e-05,0.00030460002017207444,1.0499992640689015e-05,6.260001100599766e-05,1.1999281000171322,3.709999145939946e-05,1.7096237910855299,0.04565507637532185,0.04015543819657971
1.0,0.014038667567230724,1,datasets_sb01.npz,0.8169490199354184,0.8158892999402129,0.8169490199354225,2,0.29012943445514405,unconstrained_1tok_mc,0.07224564651332988,0.0866024129005479,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.09823397384106015,0.9996701712494959,0.9999351729592695,0.9017336150799851,0.9014361974084357,63,1.2200005585327744e-05,0.12220100054400973,1.121367699408438,1.2435686999524478,1.2447706999955699,1.2439789999916684,3.7378923313614604e-05,0.000361100013833493,9.800016414374113e-06,7.050001295283437e-05,1.244851400027983,3.700001980178058e-05,1.3437686054156925,0.058192940278531925,0.07254970666574995
1.0,0.015256996141133418,1,datasets_sb01.npz,0.7143811926543776,0.7129824754936496,0.7143811926543779,2,0.22946706129145938,unconstrained_1tok_mc,0.061209317678949784,0.06197176168894156,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.09277577378826202,0.999661577340591,0.9999375791769176,0.9071928181584469,0.906885803552329,64,1.3100012438371778e-05,0.1158523001940921,1.1324594995530788,1.2483117997471709,1.2495051999867428,1.2487343997636344,3.7748649985102625e-05,0.0003696999920066446,1.0899995686486363e-05,6.650001159869134e-05,1.2495831999985967,3.980001201853156e-05,1.1992953240172959,0.04593706454167524,0.046699508551667004
1.0,0.021024850145743023,1,datasets_sb01.npz,0.9132696653242549,0.9163334441295843,0.9132696653242512,2,0.35261524908560393,unconstrained_1tok_mc,0.08182355644728825,0.07962432188590178,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.13603361921653384,0.9996686736716086,0.9999371176802037,0.8639212943255428,0.8636350544550748,65,1.3999990187585354e-05,0.17055200049071573,1.0827814997464884,1.2533335002372041,1.2546460999874398,1.253748900257051,3.609271665821628e-05,0.00036890001501888037,9.300012607127428e-06,6.890000076964498e-05,1.2547250000061467,3.250001464039087e-05,1.473924081562906,0.06077768145139949,0.05857844689001302
1.0,0.019069630128731852,1,datasets_sb01.npz,1.1709119987524443,1.1776707224109983,1.1709119987524435,2,0.6309210556989703,unconstrained_1tok_mc,0.07590332636916397,0.0704397350554022,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.11406792021527892,0.999691019393574,0.9999441450163544,0.8858968241162414,0.8856230991782951,66,1.1199997970834374e-05,0.1379607009002939,1.0711265995341819,1.2090873004344758,1.210209200013196,1.2094610004278366,3.570421998447273e-05,0.0003284999984316528,8.99998121894896e-06,5.810000584460795e-05,1.210276800004067,3.399999695830047e-05,1.7109029418059185,0.05681462661030339,0.05135103529654162
1.0,0.021111504170848616,1,datasets_sb01.npz,1.2054428920447278,1.1987914844835137,1.205442892044726,2,0.6058699046660685,unconstrained_1tok_mc,0.09357761536707881,0.09849814297837145,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.11043970046575581,0.9996650202432822,0.9999342158360683,0.8895232920735,0.8892253197775264,67,1.2400007108226418e-05,0.14292089990340173,1.1507536002318375,1.2936745001352392,1.2950598999741487,1.2941080001182854,3.835845334106125e-05,0.0003573999856598675,2.540001878514886e-05,5.870001041330397e-05,1.2951451000117231,6.369999027810991e-05,1.805015879423387,0.07244499969205935,0.07736552730335199
1.0,0.016540768786049244,1,datasets_sb01.npz,1.066458082273064,1.0674796990585502,1.0664580822730674,2,0.570001437108488,unconstrained_1tok_mc,0.06415795515620203,0.06068453846726393,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.09708225190484561,0.9996424253769162,0.9998694777097614,0.9028830215281823,0.9025601734720705,68,1.4999997802078724e-05,0.12388639955315739,1.1517546006361954,1.2756410001893528,1.2770097000175156,1.2760973002004903,3.8391820021206515e-05,0.00040469999657943845,9.899988071992993e-06,0.00015609999536536634,1.277176400006283,3.6600016755983233e-05,1.56291472743764,0.04760064560136674,0.04412722891242864
1.0,0.018165102304428388,1,datasets_sb01.npz,1.0932005981251232,1.102006983466107,1.0932005981251185,2,0.5885478586487578,unconstrained_1tok_mc,0.06629383263770314,0.056557228036293414,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.08531214437303863,0.9996698336825393,0.999938344992026,0.9146596791274879,0.9143576893095006,69,1.2599979527294636e-05,0.10661230047116987,1.142648299690336,1.2492606001615059,1.2504292000085115,1.2496732001600321,3.808827665634453e-05,0.0003572000132407993,1.2499978765845299e-05,6.389999180100858e-05,1.2505062999844085,4.2800005758181214e-05,1.5978533376014885,0.04811056523097032,0.0383739606295606
1.0,0.020127010318562417,1,datasets_sb01.npz,1.126999442162088,1.1191450182940814,1.1269994421620917,2,0.584899632116435,unconstrained_1tok_mc,0.07649734591095712,0.07505695686283749,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.12973770567317483,0.9995643913373194,0.9998670086710698,0.8702057548292628,0.8698266856641446,70,1.5600002370774746e-05,0.14757520012790337,0.9894181999552529,1.1369934000831563,1.1382686000142712,1.1374889001017436,3.29806066651751e-05,0.0004455000162124634,4.3899985030293465e-05,0.00010609999299049377,1.1384200000029523,3.440000000409782e-05,1.6690992522077408,0.05635020858207614,0.05490981953395651
1.0,0.01424721980876386,1,datasets_sb01.npz,0.7959720276554363,0.7975032672688609,0.7959720276554405,2,0.3082129549052349,unconstrained_1tok_mc,0.06192964208926912,0.06434889034594848,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.1428907130517089,0.9995981677399486,0.9999057164312005,0.8570518457684061,0.8567074546882397,71,2.120001590810716e-05,0.16794890019809827,1.0069449002912734,1.1748938004893716,1.1761282999941614,1.1753661005059257,3.3564830009709115e-05,0.00041259999852627516,1.0500021744519472e-05,9.960000170394778e-05,1.1762392000237014,3.850000211969018e-05,1.2837311004056375,0.0476681750606965,0.05008742331737587
1.0,0.021802003665973565,1,datasets_sb01.npz,1.1247613469556246,1.1235233542709617,1.1247613469556281,2,0.5850889103988265,unconstrained_1tok_mc,0.07581381163555583,0.0688764775248541,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.09098312227884815,0.9996551065450558,0.9999377265210648,0.9089854874114551,0.9086719842662077,72,1.5600002370774746e-05,0.11607230055960827,1.1592440996319056,1.2753164001915138,1.2765477999928407,1.2757564002240542,3.864146998773018e-05,0.0003816000244114548,1.0000017937272787e-05,6.900000153109431e-05,1.2766273000161164,4.2800005758181214e-05,1.6644337835124228,0.053990005965916285,0.047052671855214556
1.0,0.012415484130711713,1,datasets_sb01.npz,0.6763439023678041,0.6786841995934774,0.6763439023678054,2,0.2175830027700295,unconstrained_1tok_mc,0.05478487166799234,0.05614765024392419,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.09033592556289019,0.9996386161784766,0.9999367941666354,0.9096314166931287,0.9093026906155863,73,1.3900018529966474e-05,0.1152622000372503,1.1602053996466566,1.2754675996839069,1.2767006999929436,1.2759286996733863,3.867351332155522e-05,0.00040729998727329075,1.2300006346777081e-05,6.770002073608339e-05,1.2767814000253566,3.989998367615044e-05,1.1351048019655785,0.042356972053149915,0.04371975062908176
1.0,0.014690452211039259,1,datasets_sb01.npz,1.1195004471656473,1.1181915418935282,1.1195004471656522,2,0.626384949913232,unconstrained_1tok_mc,0.06329729634279907,0.0673353512792227,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.09073732263249243,0.999630655677987,0.9999065506740166,0.9092291516700726,0.9088933330454946,74,1.5900004655122757e-05,0.11168220071704127,1.1186929998220876,1.2303752005391289,1.2315682000189554,1.2308298005373217,3.7289766660736253e-05,0.0003947000077459961,1.2299977242946625e-05,0.00010209999163635075,1.2316832999931648,4.39999857917428e-05,1.6126159444180628,0.04859215367954877,0.05263020861597241
1.0,0.01828632013645818,1,datasets_sb01.npz,0.8829456296497874,0.8816148726574674,0.8829456296497865,2,0.32917928397197316,unconstrained_1tok_mc,0.07982537630293639,0.08439609146915786,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.09160065752659911,0.9996418875967021,0.9999289884444585,0.9083665273903021,0.908041230070103,75,1.3999990187585354e-05,0.11408119922270998,1.1308917999849655,1.2449729992076755,1.2461875999870244,1.2454189991985913,3.7696393332832186e-05,0.0003968999953940511,9.599985787644982e-06,7.82000133767724e-05,1.246276099991519,3.510000533424318e-05,1.4367119753276016,0.06152076984634175,0.06609148501256322
1.0,0.018508743130283983,1,datasets_sb01.npz,1.047817417692493,1.048079679536774,1.0478174176924937,2,0.5147342383426359,unconstrained_1tok_mc,0.0739737807438963,0.07479667958318276,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.08778083533118777,0.9996715817519446,0.9999429482347341,0.9121903263696363,0.9118907464207568,76,1.2800010154023767e-05,0.11070889985421672,1.1500736002635676,1.2607825001177844,1.2619396999944001,1.2611967001284938,3.8335786675452256e-05,0.0003640000068116933,1.0199990356341004e-05,6.120000034570694e-05,1.2620116999896709,3.739999374374747e-05,1.5809005970423502,0.055446528870482036,0.05626942770976849
1.0,0.021084805055516163,1,datasets_sb01.npz,0.9562798809748931,0.9556018761739905,0.9562798809748899,2,0.3954675415432214,unconstrained_1tok_mc,0.0818696584909477,0.07666991860409968,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.0889411851867993,0.9996612625408001,0.9999312784989325,0.9110286768932698,0.9107200773540007,77,1.2400007108226418e-05,0.10980539978481829,1.1243608006334398,1.234166200418258,1.2353363999864087,1.2345844004012179,3.7478693354447996e-05,0.0003671000013127923,1.09999964479357e-05,7.330000516958535e-05,1.2354212999925949,3.86999745387584e-05,1.5170922204065649,0.06076376863037602,0.055564028743528
1.0,0.014018073936106512,1,datasets_sb01.npz,0.6687833337496172,0.670600538020006,0.6687833337496171,2,0.20111395858358727,unconstrained_1tok_mc,0.056933216490052285,0.05811620269945461,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.08195435845227643,0.999647303887203,0.9999336752292153,0.9180167263657985,0.9176929454349266,78,1.3699987903237343e-05,0.10138099986943416,1.1352249000337906,1.2366058999032248,1.237765900004888,1.2370421998784877,3.784083000112635e-05,0.000380899989977479,1.200000406242907e-05,6.940000457689166e-05,1.2378479999897536,4.169999738223851e-05,1.136452708915647,0.04290112448000967,0.044084110689411996
1.0,0.01560873104448166,0,datasets_sb01.npz,1.5575079303638277,1.561091414589685,1.5575079303638208,2,1.068377738048818,unconstrained_1tok_mc,0.06227830722462473,0.06050937823235136,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.09784417499535346,0.9996436897078835,0.9999284971635083,0.9021209496916391,0.9017995147125301,79,1.4099990949034691e-05,0.11569060024339706,1.0662844994221814,1.1819750996655785,1.1830852999992203,1.1823963996721432,3.5542816647406043e-05,0.0003727000148501247,9.400013368576765e-06,7.449998520314693e-05,1.1831699000031222,3.4500000765547156e-05,2.0466381226788375,0.04665396744909859,0.044885038456825226
1.0,0.019717778633064367,1,datasets_sb01.npz,1.2113024376234238,1.2075388305639958,1.2113024376234267,2,0.6410845181893007,unconstrained_1tok_mc,0.0846388160255571,0.08935032055597263,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.09741403373820971,0.9996697974538624,0.9999253098447883,0.9025537892748974,0.9022557637156527,80,1.3800017768517137e-05,0.12511500008986332,1.1588240998389665,1.2839390999288298,1.2852140000031795,1.2843631999276113,3.862746999463222e-05,0.00037429999792948365,9.800016414374113e-06,8.529998012818396e-05,1.2853100000065751,3.5999983083456755e-05,1.781520357057547,0.06490131961385967,0.06961282414427519
1.0,0.0214329078147843,1,datasets_sb01.npz,1.3155121164360624,1.3193867551917355,1.3155121164360637,2,0.7311269783306172,unconstrained_1tok_mc,0.08889681113039363,0.08521674114005717,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.10571678773644733,0.9996332335575246,0.9999390612875543,0.894244424667416,0.8939164458210773,81,1.2200005585327744e-05,0.13434869959019125,1.1360211997525766,1.270369899342768,1.2716922000108752,1.270835999341216,3.786737332508589e-05,0.00035979997483082116,1.2200005585327744e-05,6.459999713115394e-05,1.2717697000189219,9.410001803189516e-05,1.8998972545415076,0.06744247040779455,0.06376240041745809
1.0,0.019321714906746293,1,datasets_sb01.npz,0.981167535531575,0.9822631691931395,0.9811675355315806,2,0.4512125222008141,unconstrained_1tok_mc,0.07310816226426672,0.0675611658473385,1000,30000,0.5,results\unconstrained_1tok_mc_beta1_profile_1.csv,0.1211531929194233,0.9996286529571629,0.9999325743496186,0.8788018004875906,0.8784754600377396,82,1.550000160932541e-05,0.1691296998760663,1.2263506006274838,1.39548030050355,1.3970005000010133,1.3959987004927825,4.087835335424946e-05,0.00039060000563040376,1.1199997970834374e-05,8.220001473091543e-05,1.3970947000198066,0.00011229998199269176,1.5111225488623359,0.05376712564261368,0.04822012922568546
