acceptance_count,beta,bwVar,covers_true,dataset_file,est,est_med,estdiff,ll,method,miVar,miVarclus,miVarpaired,n_mcmc,n_sampling_draws,pstar,result_file,share_estimation_in_method,share_mcmc_in_method,share_method_in_sim,share_sampling_in_mcmc,share_sampling_in_method,sim,time_allocation,time_mcmc_estimation,time_mcmc_sampling,time_mcmc_total,time_method_call,time_method_total,time_per_sampling_draw,time_setup,time_sim_post,time_sim_prep,time_sim_total,time_summary,ul,wiVar,wiVarclus,wiVarpaired
565,1.0,0.0239385372969413,1,datasets_sb01.npz,0.8731762788994899,0.8353615202994288,0.8731762788994863,0.2954346302133103,constrained_1to1,0.08688708158752212,0.2680735158979469,0.08614948334179637,1000,1000,0.5,results\constrained_1to1_beta1_profile_2.csv,0.8628466049696761,0.999171588539415,0.9996053021197231,0.13643801038119802,0.13632498356973882,1,5.5000127758830786e-06,0.30267959969933145,0.04782169996178709,0.35050129966111854,0.35152259998722,0.350791899691103,4.782169996178709e-05,0.00025159999495372176,1.6300007700920105e-05,0.00012149999383836985,0.3516613999963738,3.350002225488424e-05,1.4509179275856696,0.06292460575328387,0.24411104006370868,0.06218700750755814
512,1.0,0.01688873090947269,1,datasets_sb01.npz,1.0477564513805027,1.0567317961686227,1.0477564513805042,0.4347887396101433,constrained_1to1,0.09780544972745481,0.29073093993233995,0.09486788910846028,1000,1000,0.5,results\constrained_1to1_beta1_profile_2.csv,0.8676568993353704,0.9992954240119818,0.9998204147656716,0.1317313394152329,0.13163852467661144,2,3.7999998312443495e-06,0.28877730047679506,0.04381249987636693,0.332589800353162,0.33348640002077445,0.33282430036342703,4.381249987636693e-05,0.0001914000022225082,1.0399991879239678e-05,4.8600020818412304e-05,0.3335463000112213,3.9300008211284876e-05,1.660724163150862,0.08089983008707265,0.2738253202919578,0.07796226946807812
468,1.0,0.017116775732862004,1,datasets_sb01.npz,1.4634763462203215,1.4679697700664336,1.4634763462203166,0.8950726758211578,constrained_1to1,0.08410108614203488,0.2724377886844919,0.08530846180676671,1000,1000,0.5,results\constrained_1to1_beta1_profile_2.csv,0.8649727495531919,0.99943686722485,0.9998308351324237,0.1345398814884891,0.13446411767165814,3,3.3999967854470015e-06,0.3331586995336693,0.051791100471746176,0.38494980000541545,0.38594850001391023,0.38516669999808073,5.179110047174618e-05,0.00016999998479150236,1.4599994756281376e-05,4.989997250959277e-05,0.3860137999872677,4.350001108832657e-05,2.0318800166194855,0.06696719363344002,0.25530389617589705,0.06817456929817184
473,1.0,0.024256753040319382,1,datasets_sb01.npz,1.018256779359312,0.9914576101591339,1.018256779359307,0.408281654615973,constrained_1to1,0.0968527834250448,0.2777077650379893,0.09144482333383293,1000,1000,0.5,results\constrained_1to1_beta1_profile_2.csv,0.8646101930637478,0.9993366310192263,0.9997928089895818,0.1348158706221653,0.13472643795547856,4,3.7999998312443495e-06,0.29312619983102195,0.045675900066271424,0.3388020998972934,0.33971259999088943,0.33902699989266694,4.5675900066271425e-05,0.0001821999903768301,1.2500007869675756e-05,5.709999823011458e-05,0.339782999973977,3.890000516548753e-05,1.628231904102651,0.0725717736316851,0.2534267552446296,0.06716381354047322
527,1.0,0.017561402359966165,1,datasets_sb01.npz,0.9706271757961807,0.9897745563873105,0.9706271757961754,0.45111396728765507,constrained_1to1,0.07025561584100973,0.23103850162820097,0.06545559553159752,1000,1000,0.5,results\constrained_1to1_beta1_profile_2.csv,0.8626137460324483,0.9994551692957977,0.9998306539078199,0.13691601931456915,0.13684142326334942,5,3.4999975468963385e-06,0.34056120036984794,0.054025199089664966,0.3945863994595129,0.3955724000115879,0.3948014994384721,5.4025199089664966e-05,0.00017179999849759042,9.399984264746308e-06,5.679999594576657e-05,0.39563939999789,3.9799982914701104e-05,1.4901403843047065,0.05267665207868359,0.21345953786587485,0.047876631769271386
514,1.0,0.016686621668887666,1,datasets_sb01.npz,0.9845474571080035,0.9665715298093858,0.9845474571080012,0.35925643507000715,constrained_1to1,0.10177760887164776,0.2962790655475387,0.09820409820489641,1000,1000,0.5,results\constrained_1to1_beta1_profile_2.csv,0.8584298838711923,0.9994096283938669,0.9998247902283448,0.14106302412679436,0.14097974452267464,6,4.2000028770416975e-06,0.328033700119704,0.05387289993814193,0.38190660005784594,0.3829024999868125,0.38213220005854964,5.3872899938141926e-05,0.0001815000141505152,1.0400020983070135e-05,5.5899989092722535e-05,0.38296960000297986,3.989998367615044e-05,1.6098384791459999,0.08507430058109121,0.27957575725698214,0.08150078991433986
522,1.0,0.013960406475050797,1,datasets_sb01.npz,1.3459896014047203,1.3507908413500407,1.3459896014047197,0.7269039534509841,constrained_1to1,0.09976755505578336,0.27854023947272144,0.08716093688639728,1000,1000,0.5,results\constrained_1to1_beta1_profile_2.csv,0.8626849570891946,0.9993442369100863,0.9998153949764829,0.13674895473799326,0.13665927982089182,7,3.7999998312443495e-06,0.3049430003738962,0.04830649992800318,0.3532495003018994,0.35420450000674464,0.3534813002916053,4.830649992800318e-05,0.00018740000086836517,9.700015652924776e-06,5.5100012104958296e-05,0.3542699000099674,4.05999890062958e-05,1.9650752493584567,0.08579318817425752,0.26456587259119557,0.07318657000487144
497,1.0,0.012347673216090978,1,datasets_sb01.npz,0.9626933143286049,0.9587441424741527,0.9626933143285998,0.396818547209836,constrained_1to1,0.0833543971422639,0.2688664086985478,0.08096482582444509,1000,1000,0.5,results\constrained_1to1_beta1_profile_2.csv,0.864203957717898,0.9993345877361479,0.9997988925089791,0.13522060746878506,0.13513063001824982,8,3.6999990697950125e-06,0.29455640001106076,0.046058099542278796,0.34061449955333956,0.34153979999246076,0.3408412995340768,4.6058099542278796e-05,0.00018689999706111848,9.500014130026102e-06,5.830000736750662e-05,0.34160850002081133,3.619998460635543e-05,1.5285680814473739,0.07099437625295683,0.25650638780924073,0.06860480493513801
436,1.0,0.022443239813931995,1,datasets_sb01.npz,1.2652238210681066,1.263933544676997,1.2652238210681044,0.6416577238277814,constrained_1to1,0.10121685694177703,0.2942264198403813,0.09934132729083424,1000,1000,0.5,results\constrained_1to1_beta1_profile_2.csv,0.8674374739807943,0.9993713750751911,0.9998248054726103,0.1320168902020736,0.13193390109439684,9,3.6999990697950125e-06,0.28605260024778545,0.04350749950390309,0.32956009975168854,0.330431900016265,0.32976739975856617,4.350749950390309e-05,0.0001621000119484961,8.700008038431406e-06,4.850002005696297e-05,0.3304898000205867,4.149999585933983e-05,1.8887899183084318,0.0787511738880311,0.27176073678663537,0.07687564423708831
534,1.0,0.02241149808618307,1,datasets_sb01.npz,1.2429105690197588,1.2336062960810856,1.2429105690197584,0.6384018771214003,constrained_1to1,0.09512462478672025,0.2953858726561314,0.10011572753121059,1000,1000,0.5,results\constrained_1to1_beta1_profile_2.csv,0.8608336459251251,0.9991543204423577,0.9997765634581985,0.13843774849113757,0.1383206745172326,10,5.3000112529844046e-06,0.3083278000704013,0.049542800144990906,0.3578706002153922,0.35885839999536984,0.3581735002226196,4.954280014499091e-05,0.00026169998454861343,7.099995855242014e-06,7.239999831654131e-05,0.35893859999487177,3.5900011425837874e-05,1.8474192609181173,0.072690715202451,0.27295196307186215,0.07768181794694135
